complex_id,AFdefault_Neff
4A8X_A-4A8X_B,4044
4A8X_A-4A8X_C,4869
4A8X_C-4A8X_B,665
4AF3_A-4AF3_D,109638
4AJ5_I-4AJ5_S,394
4ANI_C-4ANI_A,30606
4AQR_D-4AQR_A,12295
4AYD_A-4AYD_D,4513
4B0M_M-4B0M_B,3530
4B1V_B-4B1V_N,6370
4B7Y_A-4B7Y_C,1285
4B8C_D-4B8C_A,35918
4B8C_D-4B8C_H,36133
4B8C_H-4B8C_C,2582
4BD9_B-4BD9_A,11823
4BFI_B-4BFI_A,2987
4BJJ_A-4BJJ_B,513
4BK5_A-4BK5_C,8099
4BQ6_A-4BQ6_D,7408
4BRU_A-4BRU_B,24733
4BRW_A-4BRW_B,12204
4BSZ_A-4BSZ_B,10365
4BV4_R-4BV4_M,25345
4BX9_A-4BX9_C,3210
4C0H_B-4C0H_D,2398
4C9B_A-4C9B_B,10796
4C9R_C-4C9R_D,1613
4CC9_B-4CC9_C,28
4CCG_A-4CCG_X,5472
4CCN_D-4CCN_B,3797
4CFR_Q-4CFR_B,1837
4CGY_A-4CGY_B,11853
4CI6_A-4CI6_B,11146
4CJ2_A-4CJ2_D,1789
4CLQ_B-4CLQ_A,2660
4CMM_B-4CMM_A,1463
4CO6_C-4CO6_E,36
4CRY_G-4CRY_B,4074
4CT0_A-4CT0_B,10289
4CXF_A-4CXF_B,15283
4CYM_D-4CYM_A,106508
4D0N_A-4D0N_B,11981
4D18_E-4D18_H,4312
4D18_F-4D18_A,4932
4D18_F-4D18_B,7032
4D18_J-4D18_I,5123
4D18_M-4D18_J,6544
4D18_M-4D18_N,4745
4DAY_C-4DAY_A,261
4DCK_C-4DCK_A,2516
4DCN_A-4DCN_C,7536
4DGL_C-4DGL_B,51859
4DGW_B-4DGW_A,1674
4DGW_B-4DGW_C,1128
4DH2_B-4DH2_A,2622
4DHI_D-4DHI_B,6029
4DI3_E-4DI3_C,5619
4DID_A-4DID_B,9324
4DJD_B-4DJD_E,6977
4DJD_B-4DJD_F,6125
4DL0_E-4DL0_G,2676
4DL0_E-4DL0_I,2524
4DL0_G-4DL0_C,2007
4DVG_A-4DVG_B,10079
4DX8_H-4DX8_B,474
4DXR_B-4DXR_A,1888
4E6K_D-4E6K_H,2360
4E6N_A-4E6N_B,3248
4EAH_G-4EAH_E,9480
4EB5_A-4EB5_C,29698
4EBA_H-4EBA_C,5022
4EN2_B-4EN2_A,2442
4EOZ_C-4EOZ_D,6488
4ETP_A-4ETP_B,9900
4F0Z_A-4F0Z_B,12285
4F0Z_C-4F0Z_A,5928
4F0Z_C-4F0Z_B,6202
4F4O_D-4F4O_F,11808
4F6U_A-4F6U_B,37116
4F8C_B-4F8C_A,4436
4F9C_A-4F9C_B,53952
4FAO_M-4FAO_Q,1434
4FBW_A-4FBW_C,4212
4FJV_B-4FJV_A,6900
4FMB_B-4FMB_A,16903
4FOU_A-4FOU_C,47000
4FQ3_B-4FQ3_A,5944
4FXE_B-4FXE_E,2392
4FXG_J-4FXG_B,20839
4FXW_B-4FXW_A,2308
4G2V_B-4G2V_A,45173
4G4S_P-4G4S_O,1142
4G6U_A-4G6U_B,1944
4G91_B-4G91_A,1203
4GAF_A-4GAF_B,4232
4GAM_B-4GAM_C,1968
4GAM_I-4GAM_M,520
4GAM_L-4GAM_I,2251
4GD3_T-4GD3_A,5414
4GF3_B-4GF3_A,991
4GIZ_C-4GIZ_B,6988
4GIZ_D-4GIZ_B,6989
4GQB_B-4GQB_A,30040
4GS7_A-4GS7_C,2039
4GXB_B-4GXB_A,1797
4H1W_A-4H1W_B,38997
4H3H_B-4H3H_A,1196
4H44_A-4H44_D,6154
4H44_A-4H44_G,2913
4H44_B-4H44_A,5620
4H44_B-4H44_C,3049
4H44_B-4H44_G,2355
4H44_C-4H44_E,588
4H44_G-4H44_F,84
4H62_Q-4H62_K,304
4H62_V-4H62_Q,330
4H63_V-4H63_R,746
4H9N_A-4H9N_C,1965
4H9N_C-4H9N_B,1235
4HEA_3-4HEA_9,13891
4HEA_4-4HEA_6,7963
4HEA_5-4HEA_3,13403
4HEA_5-4HEA_4,8913
4HEA_5-4HEA_6,6626
4HEA_5-4HEA_9,8363
4HEA_6-4HEA_9,6778
4HEA_6-4HEA_W,3082
4HEA_7-4HEA_9,5963
4HEA_A-4HEA_6,5665
4HEA_D-4HEA_B,16052
4HEA_D-4HEA_I,11368
4HEA_D-4HEA_X,12047
4HEA_E-4HEA_D,15174
4HEA_E-4HEA_O,9840
4HEA_F-4HEA_X,4778
4HEA_H-4HEA_4,11502
4HEA_Q-4HEA_G,8301
4HEA_Q-4HEA_O,10286
4HEA_Q-4HEA_P,9665
4HEA_Q-4HEA_R,9885
4HFK_A-4HFK_B,1361
4HH3_A-4HH3_C,4790
4HI0_A-4HI0_B,5997
4HI0_A-4HI0_E,5316
4HI8_B-4HI8_A,106227
4HKC_A-4HKC_B,2200
4HKJ_P-4HKJ_N,1528
4HNY_B-4HNY_A,7860
4HPM_C-4HPM_D,466
4HSA_E-4HSA_F,447
4HSU_C-4HSU_A,11528
4HUQ_T-4HUQ_S,8736
4HX3_H-4HX3_G,3598
4HZU_T-4HZU_S,7922
4I6J_A-4I6J_B,12998
4I6M_A-4I6M_C,3374
4I6M_A-4I6M_D,3400
4I6N_B-4I6N_A,6849
4I98_A-4I98_C,8056
4I9X_C-4I9X_B,1862
4IAO_A-4IAO_C,7581
4IFD_A-4IFD_G,4619
4IFD_C-4IFD_I,4139
4IFD_C-4IFD_J,12654
4IFD_I-4IFD_G,3599
4IFD_K-4IFD_I,1863
4II2_B-4II2_A,15319
4IIQ_B-4IIQ_A,3470
4IIQ_C-4IIQ_A,4808
4IIT_A-4IIT_B,3051
4IN3_C-4IN3_D,3525
4ITR_C-4ITR_B,11049
4IUM_B-4IUM_A,5709
4IW3_K-4IW3_J,3837
4IZ5_A-4IZ5_G,83626
4J7C_B-4J7C_K,14404
4JCV_C-4JCV_E,7233
4JGH_A-4JGH_C,3148
4JGH_B-4JGH_C,3081
4JGH_D-4JGH_C,3312
4JHJ_C-4JHJ_A,1487
4JJN_E-4JJN_L,2829
4JJN_L-4JJN_F,2130
4JLQ_A-4JLQ_B,5830
4JMF_A-4JMF_B,1098
4JOI_B-4JOI_C,1989
4JQU_A-4JQU_B,4518
4K1R_D-4K1R_C,6962
4KBB_D-4KBB_B,2577
4KFZ_A-4KFZ_C,4296
4KMO_A-4KMO_B,3784
4KP3_A-4KP3_C,1400
4KP3_B-4KP3_F,1320
4KT5_C-4KT5_A,1229
4KT6_C-4KT6_D,356
4KYO_A-4KYO_B,57589
4KYT_A-4KYT_B,39366
4L0Z_B-4L0Z_A,1086
4L63_C-4L63_A,3585
4LD3_A-4LD3_B,1425
4LJO_B-4LJO_A,5702
4LL1_B-4LL1_A,12627
4LL8_A-4LL8_E,1025
4LN0_B-4LN0_C,494
4LNU_A-4LNU_K,13071
4LQS_A-4LQS_B,60639
4LRT_A-4LRT_B,6537
4LX3_A-4LX3_B,1492
4M0W_B-4M0W_A,5489
4M1U_A-4M1U_E,630
4M5D_A-4M5D_B,4332
4M69_A-4M69_B,63221
4M6B_A-4M6B_C,2539
4M6B_D-4M6B_F,2521
4M70_I-4M70_J,960
4MCT_A-4MCT_B,4175
4ME7_F-4ME7_C,4039
4MOY_A-4MOY_B,6056
4MQW_E-4MQW_D,160
4MQW_X-4MQW_A,9333
4MQW_Z-4MQW_H,9407
4N3Y_A-4N3Y_C,160
4NDN_B-4NDN_F,21813
4NEE_C-4NEE_D,1690
4NEE_K-4NEE_J,2454
4NQW_A-4NQW_B,13470
4NRH_A-4NRH_D,3765
4NTW_B-4NTW_A,5037
4NTW_B-4NTW_C,4265
4NTW_C-4NTW_A,4827
4NUT_A-4NUT_B,1738
4NWO_A-4NWO_B,6562
4NWP_C-4NWP_E,6573
4ODB_B-4ODB_E,4197
4OJK_C-4OJK_A,12964
4OMF_A-4OMF_B,7243
4OMF_G-4OMF_A,7699
4OMF_G-4OMF_B,7910
4OO1_J-4OO1_C,8511
4OO1_J-4OO1_H,8738
4OR5_B-4OR5_E,3045
4OR5_F-4OR5_G,72649
4OR5_G-4OR5_H,2879
4OR5_H-4OR5_J,49
4OV6_G-4OV6_E,16544
4OWR_A-4OWR_C,42842
4OWT_A-4OWT_C,585
4OWT_B-4OWT_A,956
4OY2_F-4OY2_E,1543
4P1B_I-4P1B_A,5423
4P5O_C-4P5O_F,4374
4P5O_G-4P5O_C,6346
4P5O_G-4P5O_D,4794
4P5O_K-4P5O_B,5892
4P6I_D-4P6I_A,3661
4P6V_B-4P6V_A,10113
4P6V_D-4P6V_C,5610
4P6V_F-4P6V_A,17725
4P6V_F-4P6V_C,16987
4P6Z_M-4P6Z_B,8541
4P6Z_M-4P6Z_G,8205
4P6Z_S-4P6Z_G,6624
4P6Z_V-4P6Z_S,1527
4P78_D-4P78_A,2631
4PBY_D-4PBY_B,34083
4PER_B-4PER_A,10047
4PK7_B-4PK7_A,2081
4PKF_A-4PKF_C,5581
4PKG_A-4PKG_G,7722
4PLN_C-4PLN_B,7933
4PSW_C-4PSW_A,1441
4PSW_C-4PSW_B,11720
4PUF_D-4PUF_B,25314
4Q2U_A-4Q2U_B,3392
4Q35_A-4Q35_B,8648
4Q7J_B-4Q7J_C,3459
4Q7J_D-4Q7J_C,9362
4Q7J_E-4Q7J_G,10968
4Q7J_F-4Q7J_E,6127
4QAF_A-4QAF_D,1234
4QAM_B-4QAM_A,37013
4QIW_J-4QIW_Q,2075
4QLB_E-4QLB_A,5998
4QLP_B-4QLP_A,1277
4QPG_C-4QPG_A,1833
4QPJ_C-4QPJ_A,143847
4QPL_B-4QPL_A,7086
4QTT_C-4QTT_D,4238
4R10_B-4R10_A,2289
4R3U_A-4R3U_C,8812
4R6U_D-4R6U_A,3330
4RG6_A-4RG6_S,74285
4RGW_A-4RGW_B,1396
4ROC_B-4ROC_A,4053
4RS1_A-4RS1_B,2198
4RT6_B-4RT6_A,7288
4S0H_B-4S0H_E,2262
4TPS_D-4TPS_C,4355
4TQ1_A-4TQ1_B,982
4TQU_M-4TQU_Q,30627
4U4C_A-4U4C_B,5881
4U4C_B-4U4C_A,10494
4U65_A-4U65_E,4058
4U7U_A-4U7U_B,3398
4U7U_A-4U7U_K,4448
4U7U_E-4U7U_B,3593
4U7U_P-4U7U_U,4350
4U7U_V-4U7U_M,4745
4U7U_V-4U7U_W,4627
4UAF_B-4UAF_E,5529
4UB8_A-4UB8_B,1436
4UB8_A-4UB8_I,904
4UB8_A-4UB8_O,1726
4UB8_A-4UB8_T,883
4UB8_A-4UB8_V,2599
4UB8_B-4UB8_H,716
4UB8_B-4UB8_L,635
4UB8_B-4UB8_O,1489
4UB8_B-4UB8_U,1033
4UB8_E-4UB8_R,127
4UB8_K-4UB8_Y,82
4UB8_T-4UB8_L,55
4UB8_U-4UB8_V,2616
4UB8_Z-4UB8_Y,107
4UE8_A-4UE8_B,2030
4UE9_A-4UE9_B,2224
4UEL_A-4UEL_C,3218
4UEL_B-4UEL_A,7130
4UF5_A-4UF5_B,2913
4UFR_A-4UFR_B,61525
4UI1_A-4UI1_D,1185
4UQI_M-4UQI_A,6296
4UQI_S-4UQI_A,4916
4UQI_S-4UQI_B,7011
4US0_R-4US0_S,15325
4UX3_A-4UX3_B,11773
4UZY_B-4UZY_A,5749
4UZZ_B-4UZZ_A,794
4V0X_A-4V0X_B,6149
4V3K_B-4V3K_C,10490
4V3K_D-4V3K_E,9142
4V3K_D-4V3K_F,9731
4W4L_B-4W4L_A,2447
4W4L_B-4W4L_C,2889
4W4O_C-4W4O_A,4461
4WEM_A-4WEM_B,2367
4WJ3_H-4WJ3_I,12639
4WJ3_M-4WJ3_K,22215
4WJ3_P-4WJ3_A,40001
4WMA_D-4WMA_A,6118
4WNL_D-4WNL_E,26
4WPX_A-4WPX_B,7465
4WQO_D-4WQO_A,2694
4WSI_X-4WSI_A,10698
4WV4_A-4WV4_B,1345
4WW7_A-4WW7_B,4900
4WWX_E-4WWX_Y,4295
4WX8_E-4WX8_B,491
4WYB_C-4WYB_D,6345
4WZA_H-4WZA_D,5871
4X8K_A-4X8K_B,5959
4XB6_B-4XB6_D,2275
4XB6_G-4XB6_E,1914
4XB6_G-4XB6_H,1221
4XD9_A-4XD9_B,2274
4XDN_A-4XDN_B,437
4XGA_B-4XGA_A,26510
4XGC_A-4XGC_B,5048
4XGC_A-4XGC_D,7279
4XGC_A-4XGC_E,7690
4XGC_B-4XGC_C,2564
4XGC_B-4XGC_E,7068
4XGC_C-4XGC_E,6052
4XGC_D-4XGC_E,6765
4XGC_F-4XGC_C,1456
4XH9_E-4XH9_D,11579
4XHJ_B-4XHJ_A,101
4XIZ_A-4XIZ_N,1479
4XLG_A-4XLG_B,2234
4XLR_C-4XLR_M,11131
4XPM_A-4XPM_C,68
4XPM_B-4XPM_A,43
4XPM_B-4XPM_C,70
4XPN_A-4XPN_B,6079
4XSG_A-4XSG_B,10739
4XT1_A-4XT1_B,7075
4XWJ_B-4XWJ_A,5225
4XXB_A-4XXB_B,2489
4XZR_B-4XZR_A,4514
4Y99_C-4Y99_A,10033
4YFD_A-4YFD_B,22753
4YH7_A-4YH7_B,26303
4YII_U-4YII_A,3994
4YK8_A-4YK8_B,1287
4YL8_B-4YL8_A,2085
4YON_B-4YON_A,13222
4YYP_A-4YYP_B,155
4Z2M_B-4Z2M_H,2066
4Z2M_I-4Z2M_B,2718
4Z3U_B-4Z3U_A,41
4Z42_C-4Z42_B,4619
4Z42_F-4Z42_A,4376
4Z6Y_A-4Z6Y_D,2280
4Z80_A-4Z80_C,47
4Z8L_E-4Z8L_F,1211
4Z96_A-4Z96_C,2116
4ZHY_B-4ZHY_A,20656
4ZJB_G-4ZJB_B,9650
4ZJV_A-4ZJV_C,16958
4ZK7_W-4ZK7_E,7445
4ZK9_B-4ZK9_A,789
4ZP3_A-4ZP3_M,695
4ZRI_C-4ZRI_A,2053
4ZRK_G-4ZRK_C,2081
4ZRP_C-4ZRP_A,11321
5ABV_F-5ABV_E,2155
5AJJ_B-5AJJ_A,25
5AQV_A-5AQV_B,14739
5AWW_Y-5AWW_E,6745
5AWW_Y-5AWW_G,6810
5B0O_C-5B0O_G,8310
5B16_B-5B16_A,10129
5B2G_A-5B2G_F,4180
5B2G_C-5B2G_D,4192
5B4X_D-5B4X_C,18538
5B58_B-5B58_T,22042
5B5W_U-5B5W_A,1520
5B64_A-5B64_B,7639
5B83_D-5B83_F,5813
5BNX_A-5BNX_C,1660
5BNX_A-5BNX_D,2117
5BNX_C-5BNX_B,1320
5BNX_D-5BNX_B,1569
5BQC_A-5BQC_B,1320
5BS7_E-5BS7_C,1087
5BWA_A-5BWA_B,9445
5BZ0_B-5BZ0_A,5287
5C2J_B-5C2J_A,11351
5C46_F-5C46_E,16848
5CCB_B-5CCB_A,6025
5CGQ_A-5CGQ_B,10126
5CJP_A-5CJP_E,9354
5CL1_D-5CL1_A,8578
5CLL_A-5CLL_B,12732
5CM2_M-5CM2_Z,5992
5CM8_B-5CM8_A,13652
5CSF_B-5CSF_C,1494
5CX3_E-5CX3_A,1609
5CYZ_A-5CYZ_C,10185
5D1M_A-5D1M_B,6047
5D3I_A-5D3I_B,16002
5D6H_A-5D6H_B,3359
5DA9_C-5DA9_A,5503
5DLQ_C-5DLQ_B,12916
5DLQ_F-5DLQ_B,4992
5DMB_D-5DMB_A,5418
5DMV_C-5DMV_D,1342
5DOQ_A-5DOQ_B,7666
5E8J_B-5E8J_D,3374
5EE5_B-5EE5_A,7702
5EKQ_A-5EKQ_E,14394
5EOF_C-5EOF_B,79
5EP6_B-5EP6_A,59
5ET0_D-5ET0_C,81652
5EXE_B-5EXE_A,10386
5EXE_B-5EXE_C,8903
5F0J_A-5F0J_B,2950
5F0J_C-5F0J_A,2992
5F0J_C-5F0J_B,3361
5F1B_A-5F1B_C,1935
5F4E_B-5F4E_A,880
5F5P_E-5F5P_G,831
5F5S_A-5F5S_B,1379
5F5T_A-5F5T_C,1600
5F74_B-5F74_A,2407
5F84_B-5F84_A,6894
5FC8_E-5FC8_C,4420
5FFO_D-5FFO_B,4193
5FFO_G-5FFO_A,13353
5FIR_C-5FIR_D,4584
5FL7_O-5FL7_H,3594
5FM5_M-5FM5_P,13693
5FQ8_B-5FQ8_G,39302
5FQ8_D-5FQ8_E,37616
5FQD_B-5FQD_A,6461
5FQD_F-5FQD_E,29487
5FU7_A-5FU7_B,2565
5FU7_A-5FU7_D,1600
5FU7_C-5FU7_B,1352
5FU7_C-5FU7_D,1058
5FU7_E-5FU7_G,2594
5FUG_D-5FUG_F,1526
5FUG_K-5FUG_L,1348
5FVD_B-5FVD_A,9
5G1X_B-5G1X_A,127182
5GJK_A-5GJK_B,1109
5GK9_B-5GK9_A,1494
5GQQ_B-5GQQ_D,6187
5H07_A-5H07_D,5984
5H2F_F-5H2F_J,113
5H2W_C-5H2W_D,4477
5H6Q_B-5H6Q_A,12461
5HK5_A-5HK5_E,1451
5HPS_A-5HPS_B,8340
5HU3_B-5HU3_A,112024
5HXB_X-5HXB_Z,5759
5HXG_C-5HXG_D,3110
5HY3_A-5HY3_B,540
5HZK_D-5HZK_A,19914
5HZK_D-5HZK_C,19914
5I2D_G-5I2D_F,6618
5I2D_H-5I2D_A,10793
5I9E_A-5I9E_E,5079
5IBK_C-5IBK_A,5726
5IBW_C-5IBW_A,4571
5IFG_B-5IFG_A,2390
5IFS_B-5IFS_A,20379
5IIB_A-5IIB_B,17
5IJ7_F-5IJ7_B,23267
5IM5_A-5IM5_N,7956
5IMT_D-5IMT_A,1745
5INB_A-5INB_B,6309
5IUK_F-5IUK_E,66692
5IXI_B-5IXI_A,1046
5J1S_B-5J1S_A,4723
5J43_E-5J43_F,9629
5J9T_B-5J9T_C,1352
5J9T_C-5J9T_D,1801
5J9T_E-5J9T_G,2478
5J9T_F-5J9T_H,1012
5JA4_D-5JA4_B,79264
5JAA_D-5JAA_A,3882
5JDO_E-5JDO_A,1836
5JEA_K-5JEA_C,3631
5JEA_K-5JEA_I,3084
5JEJ_A-5JEJ_D,266
5JEN_B-5JEN_A,3631
5JFZ_E-5JFZ_F,3333
5JG6_B-5JG6_A,5132
5JHF_F-5JHF_E,585
5JPO_A-5JPO_E,5307
5JQY_B-5JQY_A,7002
5JTV_B-5JTV_A,7836
5JW7_B-5JW7_A,3829
5JW9_A-5JW9_B,439
5JWO_A-5JWO_B,7419
5K04_B-5K04_A,5431
5K23_A-5K23_C,7612
5KBX_B-5KBX_A,31423
5KL1_A-5KL1_B,3882
5KP7_B-5KP7_A,5790
5KS8_A-5KS8_F,23180
5KTB_C-5KTB_B,177
5KWY_C-5KWY_B,3295
5KXH_B-5KXH_A,6026
5L6N_H-5L6N_I,18835
5L6W_C-5L6W_L,98030
5L8H_B-5L8H_A,12835
5L9W_A-5L9W_C,8423
5LB7_B-5LB7_A,734
5LDA_B-5LDA_A,2449
5LDD_A-5LDD_B,1003
5LDD_C-5LDD_A,12450
5LDD_C-5LDD_B,12113
5LG4_A-5LG4_B,1912
5LGD_A-5LGD_B,4006
5LOP_A-5LOP_C,5231
5LPU_B-5LPU_D,3976
5LQF_A-5LQF_C,49569
5LQF_D-5LQF_E,97544
5LSB_A-5LSB_B,3346
5LSI_D-5LSI_E,57
5LSJ_A-5LSJ_D,651
5LSJ_B-5LSJ_D,513
5LSJ_C-5LSJ_G,664
5LSJ_C-5LSJ_Q,631
5LSJ_E-5LSJ_G,562
5LSK_N-5LSK_P,71
5LTW_G-5LTW_F,4454
5LXR_A-5LXR_B,5063
5LXT_A-5LXT_E,4830
5LXT_A-5LXT_F,7787
5M5E_D-5M5E_C,2251
5M72_A-5M72_B,2914
5MB9_A-5MB9_D,9643
5MJ3_A-5MJ3_B,3287
5MSM_B-5MSM_A,1643
5MSM_C-5MSM_B,550
5MSM_F-5MSM_D,1223
5MU7_B-5MU7_A,4602
5N6Y_A-5N6Y_C,2318
5N9J_A-5N9J_B,1141
5N9J_A-5N9J_D,1141
5N9J_A-5N9J_G,948
5N9J_A-5N9J_W,1336
5N9J_B-5N9J_D,784
5N9J_B-5N9J_G,663
5N9J_C-5N9J_A,855
5N9J_C-5N9J_B,570
5N9J_E-5N9J_A,1273
5N9J_E-5N9J_B,1096
5N9J_E-5N9J_C,815
5N9J_E-5N9J_G,803
5N9J_G-5N9J_D,596
5N9J_R-5N9J_A,1063
5N9J_R-5N9J_G,613
5N9J_S-5N9J_A,1309
5N9J_S-5N9J_G,845
5N9J_S-5N9J_U,966
5N9J_S-5N9J_W,1217
5N9J_S-5N9J_Z,901
5N9J_W-5N9J_U,957
5N9J_Z-5N9J_U,643
5NLB_A-5NLB_B,6820
5NT7_D-5NT7_C,9441
5NVL_C-5NVL_D,2196
5NXB_B-5NXB_C,6653
5O32_J-5O32_F,22068
5O7X_F-5O7X_E,991
5O7X_G-5O7X_H,1261
5O7X_I-5O7X_G,802
5SY7_A-5SY7_B,7412
5SZH_B-5SZH_A,15065
5T46_C-5T46_D,2265
5T48_A-5T48_B,2290
5T59_A-5T59_C,496
5T59_B-5T59_A,673
5T59_E-5T59_F,369
5T5I_B-5T5I_A,8988
5T5I_B-5T5I_D,5026
5T5I_B-5T5I_G,4814
5T5I_C-5T5I_A,8314
5T5I_F-5T5I_B,13023
5T5I_J-5T5I_K,6520
5T5W_A-5T5W_C,3318
5T5W_B-5T5W_C,826
5T70_G-5T70_A,6237
5T89_X-5T89_V,7974
5TAR_A-5TAR_B,13312
5TCS_A-5TCS_C,1078
5TDY_C-5TDY_D,2084
5UA4_A-5UA4_B,847
5UFU_A-5UFU_B,123785
5UNI_B-5UNI_A,4396
5UQ2_A-5UQ2_B,106577
5V3N_B-5V3N_A,195
5V6T_B-5V6T_A,993
5VJI_D-5VJI_F,69
5VK3_A-5VK3_B,36869
5VOB_B-5VOB_A,95
5VOB_B-5VOB_D,21
5VXZ_D-5VXZ_B,4435
5WGB_A-5WGB_B,26650
5WUR_A-5WUR_C,56803
5WXM_B-5WXM_V,1895
5WY5_B-5WY5_A,2275
5WYL_D-5WYL_C,886
5X1E_A-5X1E_C,293
5X3T_C-5X3T_D,3835
5X5W_C-5X5W_D,2770
5XBF_A-5XBF_B,4902
5XEQ_A-5XEQ_B,26991
5XJL_2-5XJL_M,1028
5XJL_A-5XJL_2,2191
5XSJ_L-5XSJ_X,11237
