complex_id,tophit_Neff
4F9C_A-4F9C_B,186
4FAO_M-4FAO_Q,99
4FAO_W-4FAO_d,85
4FAO_b-4FAO_d,85
4FBW_A-4FBW_C,1
4FJV_B-4FJV_A,327
4FOU_A-4FOU_C,1389
4FQ3_B-4FQ3_A,7
4FXE_B-4FXE_E,1738
4FXG_J-4FXG_B,771
4FXW_B-4FXW_A,197
4G2V_B-4G2V_A,8
4G4S_P-4G4S_O,45
4G6U_A-4G6U_B,62
4G91_B-4G91_A,60
4GAF_A-4GAF_B,73
4GAM_B-4GAM_C,8
4GAM_I-4GAM_M,8
4GAM_L-4GAM_I,131
4GD3_T-4GD3_A,1381
4GF3_B-4GF3_A,7
4GIZ_C-4GIZ_B,4
4GIZ_D-4GIZ_B,4
4GQB_B-4GQB_A,1308
4GS7_A-4GS7_C,55
4H1W_A-4H1W_B,3
4H3H_B-4H3H_A,247
4H44_A-4H44_D,656
4H44_A-4H44_G,14
4H44_B-4H44_A,394
4H44_B-4H44_C,33
4H44_B-4H44_G,15
4H44_C-4H44_E,9
4H44_G-4H44_F,19
4H62_V-4H62_Q,1
4H63_V-4H63_R,177
4H9N_A-4H9N_C,65
4H9N_C-4H9N_B,68
4HEA_3-4HEA_9,2190
4HEA_4-4HEA_6,1104
4HEA_5-4HEA_3,1827
4HEA_5-4HEA_4,942
4HEA_5-4HEA_6,769
4HEA_5-4HEA_9,1171
4HEA_6-4HEA_9,953
4HEA_6-4HEA_W,2
4HEA_7-4HEA_9,2
4HEA_A-4HEA_6,505
4HEA_D-4HEA_B,2012
4HEA_D-4HEA_I,5
4HEA_D-4HEA_X,6
4HEA_E-4HEA_D,1951
4HEA_E-4HEA_O,1136
4HEA_F-4HEA_X,5
4HEA_H-4HEA_4,1078
4HEA_Q-4HEA_G,885
4HEA_Q-4HEA_O,1041
4HEA_Q-4HEA_P,1505
4HEA_Q-4HEA_R,1059
4HFK_A-4HFK_B,78
4HH3_A-4HH3_C,3157
4HI0_A-4HI0_B,1368
4HI0_A-4HI0_E,505
4HI8_B-4HI8_A,478
4HKJ_P-4HKJ_N,5
4HNY_B-4HNY_A,3730
4HPM_C-4HPM_D,32
4HSA_E-4HSA_F,46
4HSU_C-4HSU_A,353
4HUQ_A-4HUQ_T,2367
4HUQ_T-4HUQ_S,1313
4HX3_H-4HX3_G,127
4HZU_T-4HZU_S,1481
4I6J_A-4I6J_B,510
4I6M_A-4I6M_C,206
4I6M_A-4I6M_D,13
4I6N_B-4I6N_A,242
4I98_A-4I98_C,1709
4I9X_C-4I9X_B,4
4IAO_A-4IAO_C,8
4IFD_A-4IFD_G,642
4IFD_C-4IFD_I,864
4IFD_C-4IFD_J,1558
4IFD_I-4IFD_G,689
4II2_B-4II2_A,436
4IIQ_B-4IIQ_A,236
4IIQ_C-4IIQ_A,145
4IIT_A-4IIT_B,77
4IN3_C-4IN3_D,116
4ITR_C-4ITR_B,341
4IUM_B-4IUM_A,1
4IW3_K-4IW3_J,825
4IZ5_A-4IZ5_G,48
4J7C_B-4J7C_K,2974
4JCV_C-4JCV_E,2666
4JGH_A-4JGH_C,107
4JGH_B-4JGH_C,316
4JGH_D-4JGH_C,291
4JHJ_C-4JHJ_A,2
4JJN_E-4JJN_L,63
4JJN_L-4JJN_F,60
4JMF_A-4JMF_B,6
4JOI_B-4JOI_C,252
4JQU_A-4JQU_B,10
4K1R_D-4K1R_C,301
4KFZ_A-4KFZ_C,133
4KMO_A-4KMO_B,374
4KP3_A-4KP3_C,83
4KT5_C-4KT5_A,17
4KT6_C-4KT6_D,15
4KYO_A-4KYO_B,3134
4KYT_A-4KYT_B,5
4L0Z_B-4L0Z_A,25
4L63_C-4L63_A,2
4LD3_A-4LD3_B,1
4LJO_B-4LJO_A,164
4LL1_B-4LL1_A,704
4LL8_A-4LL8_E,20
4LN0_B-4LN0_C,20
4LNU_A-4LNU_K,191
4LQS_A-4LQS_B,391
4LRT_A-4LRT_B,1588
4LX3_A-4LX3_B,135
4M1U_A-4M1U_E,3
4M5D_A-4M5D_B,336
4M69_A-4M69_B,1729
4M70_I-4M70_J,51
4MCT_A-4MCT_B,2143
4ME7_F-4ME7_C,1686
4MOY_A-4MOY_B,15
4MQW_E-4MQW_D,23
4MQW_X-4MQW_A,33
4MQW_Z-4MQW_H,132
4N3Y_A-4N3Y_C,18
4NDN_B-4NDN_F,2261
4NQW_A-4NQW_B,1617
4NRH_A-4NRH_D,187
4NTW_B-4NTW_A,157
4NTW_B-4NTW_C,137
4NTW_C-4NTW_A,124
4NUT_A-4NUT_B,3
4NWO_A-4NWO_B,417
4NWP_C-4NWP_E,721
4OJK_C-4OJK_A,1
4OMF_A-4OMF_B,803
4OMF_G-4OMF_A,1457
4OMF_G-4OMF_B,1231
4OO1_J-4OO1_C,2255
4OO1_J-4OO1_H,731
4OR5_B-4OR5_E,15
4OR5_F-4OR5_G,576
4OV6_G-4OV6_E,652
4OWT_A-4OWT_C,26
4OWT_B-4OWT_A,136
4OY2_F-4OY2_E,233
4P1B_I-4P1B_A,201
4P5O_C-4P5O_F,269
4P5O_G-4P5O_C,291
4P5O_G-4P5O_D,248
4P5O_K-4P5O_B,180
4P6I_D-4P6I_A,151
4P6V_B-4P6V_A,1192
4P6V_D-4P6V_C,877
4P6V_F-4P6V_A,2314
4P6V_F-4P6V_C,1431
4P6Z_M-4P6Z_B,254
4P6Z_M-4P6Z_G,277
4P6Z_S-4P6Z_G,260
4P78_D-4P78_A,2307
4PER_B-4PER_A,48
4PK7_B-4PK7_A,121
4PKF_A-4PKF_C,9
4PKG_A-4PKG_G,68
4PLN_C-4PLN_B,149
4PSW_C-4PSW_A,291
4PSW_C-4PSW_B,224
4PUF_D-4PUF_B,1155
4Q2U_A-4Q2U_B,1399
4Q35_A-4Q35_B,847
4Q7J_B-4Q7J_C,2
4Q7J_D-4Q7J_C,2
4Q7J_E-4Q7J_G,2
4Q7J_F-4Q7J_E,898
4QAF_A-4QAF_D,41
4QAM_B-4QAM_A,93
4QIW_J-4QIW_Q,859
4QLB_E-4QLB_A,33
4QLP_B-4QLP_A,72
4QPG_C-4QPG_A,31
4QPJ_C-4QPJ_A,3047
4QPL_B-4QPL_A,230
4QTT_C-4QTT_D,1635
4R10_B-4R10_A,42
4R3U_A-4R3U_C,438
4R6U_D-4R6U_A,64
4RG6_A-4RG6_S,26
4RGW_A-4RGW_B,196
4ROC_B-4ROC_A,309
4RS1_A-4RS1_B,30
4RT6_B-4RT6_A,36
4S0H_B-4S0H_E,81
4TPS_D-4TPS_C,140
4TQ1_A-4TQ1_B,14
4TQU_M-4TQU_Q,2442
4U4C_A-4U4C_B,8
4U4C_B-4U4C_A,9
4U65_A-4U65_E,295
4U7U_A-4U7U_B,200
4U7U_A-4U7U_K,667
4U7U_E-4U7U_B,139
4U7U_P-4U7U_U,487
4U7U_V-4U7U_M,635
4U7U_V-4U7U_W,443
4UB8_A-4UB8_B,64
4UB8_A-4UB8_I,23
4UB8_A-4UB8_O,31
4UB8_A-4UB8_T,23
4UB8_A-4UB8_V,126
4UB8_B-4UB8_H,40
4UB8_B-4UB8_L,33
4UB8_B-4UB8_O,36
4UB8_B-4UB8_U,32
4UB8_E-4UB8_R,11
4UB8_K-4UB8_Y,10
4UB8_T-4UB8_L,9
4UB8_U-4UB8_V,2220
4UB8_Z-4UB8_Y,34
4UB8_e-4UB8_j,11
4UB8_l-4UB8_m,6
4UB8_o-4UB8_u,37
4UE8_A-4UE8_B,53
4UE9_A-4UE9_B,1
4UEL_A-4UEL_C,234
4UEL_B-4UEL_A,284
4UF5_A-4UF5_B,84
4UFR_A-4UFR_B,190
4UI1_A-4UI1_D,43
4UQI_M-4UQI_A,305
4UQI_S-4UQI_A,258
4UQI_S-4UQI_B,208
4US0_R-4US0_S,299
4UX3_A-4UX3_B,162
4UZY_B-4UZY_A,104
4UZZ_B-4UZZ_A,97
4V0X_A-4V0X_B,9
4V3K_B-4V3K_C,278
4V3K_D-4V3K_E,229
4V3K_D-4V3K_F,237
4W4L_B-4W4L_A,62
4W4L_B-4W4L_C,118
4W4O_C-4W4O_A,262
4WEM_A-4WEM_B,1
4WJ3_H-4WJ3_I,1404
4WJ3_M-4WJ3_K,1941
4WJ3_P-4WJ3_A,2602
4WMA_D-4WMA_A,170
4WPX_A-4WPX_B,29
4WQO_D-4WQO_A,135
4WSI_X-4WSI_A,27
4WV4_A-4WV4_B,222
4WW7_A-4WW7_B,476
4WWX_E-4WWX_Y,83
4WX8_E-4WX8_B,62
4WYB_C-4WYB_D,14
4WZA_H-4WZA_D,441
4X8K_A-4X8K_B,12
4XB6_B-4XB6_D,135
4XB6_G-4XB6_E,172
4XB6_G-4XB6_H,67
4XD9_A-4XD9_B,243
4XDN_A-4XDN_B,14
4XGA_B-4XGA_A,1605
4XGC_A-4XGC_B,378
4XGC_A-4XGC_D,2428
4XGC_A-4XGC_E,3164
4XGC_B-4XGC_C,442
4XGC_B-4XGC_E,496
4XGC_C-4XGC_E,531
4XGC_D-4XGC_E,3094
4XGC_F-4XGC_C,18
4XH9_E-4XH9_D,305
4XHJ_B-4XHJ_A,23
4XIZ_A-4XIZ_N,168
4XLG_A-4XLG_B,25
4XLR_C-4XLR_M,482
4XPM_A-4XPM_C,13
4XPM_B-4XPM_A,18
4XPM_B-4XPM_C,13
4XPN_A-4XPN_B,2
4XSG_A-4XSG_B,29
4XT1_A-4XT1_B,102
4XWJ_B-4XWJ_A,212
4XXB_A-4XXB_B,10
4Y99_C-4Y99_A,99
4YFD_A-4YFD_B,264
4YH7_A-4YH7_B,264
4YII_U-4YII_A,134
4YK8_A-4YK8_B,260
4YL8_B-4YL8_A,19
4YMU_J-4YMU_C,1471
4YON_B-4YON_A,337
4YYP_A-4YYP_B,8
4Z2M_B-4Z2M_H,106
4Z2M_I-4Z2M_B,119
4Z3U_B-4Z3U_A,8
4Z42_C-4Z42_B,209
4Z42_F-4Z42_A,189
4Z6Y_A-4Z6Y_D,16
4Z80_A-4Z80_C,5
4ZHY_B-4ZHY_A,775
4ZJB_G-4ZJB_B,1487
4ZJV_A-4ZJV_C,61
4ZK7_W-4ZK7_E,177
4ZP3_A-4ZP3_M,2
4ZRI_C-4ZRI_A,14
4ZRK_G-4ZRK_C,15
4ZRP_C-4ZRP_A,83
5ABV_F-5ABV_E,10
5AQV_A-5AQV_B,27
5AWF_D-5AWF_B,1890
5AWW_Y-5AWW_E,1027
5AWW_Y-5AWW_G,1036
5B0O_C-5B0O_G,847
5B16_B-5B16_A,18
5B2G_A-5B2G_F,1
5B2G_C-5B2G_D,1
5B4X_D-5B4X_C,43
5B58_B-5B58_T,3537
5B5W_U-5B5W_A,124
5B64_A-5B64_B,179
5B83_D-5B83_F,26
5BNX_A-5BNX_C,89
5BNX_A-5BNX_D,98
5BNX_C-5BNX_B,73
5BNX_D-5BNX_B,82
5BQC_A-5BQC_B,21
5BS7_E-5BS7_C,45
5BWA_A-5BWA_B,126
5C2J_B-5C2J_A,291
5C46_F-5C46_E,259
5CCB_B-5CCB_A,780
5CGQ_A-5CGQ_B,1769
5CJP_A-5CJP_E,231
5CL1_D-5CL1_A,13
5CLL_A-5CLL_B,123
5CM2_M-5CM2_Z,1779
5CM8_B-5CM8_A,316
5CX3_E-5CX3_A,11
5CYZ_A-5CYZ_C,7
5D1M_A-5D1M_B,227
5D6H_A-5D6H_B,432
5DA9_C-5DA9_A,189
5DLQ_C-5DLQ_B,409
5DLQ_F-5DLQ_B,398
5DMB_D-5DMB_A,897
5DOQ_A-5DOQ_B,824
5E8J_B-5E8J_D,34
5EE5_B-5EE5_A,212
5EKQ_A-5EKQ_E,1073
5EOF_C-5EOF_B,12
5EP6_B-5EP6_A,14
5ET0_D-5ET0_C,13
5EXE_B-5EXE_A,1627
5EXE_B-5EXE_C,1444
5F0J_A-5F0J_B,236
5F0J_C-5F0J_A,206
5F0J_C-5F0J_B,158
5F4E_B-5F4E_A,31
5F5P_E-5F5P_G,46
5F5S_A-5F5S_B,94
5F5T_A-5F5T_C,125
5F74_B-5F74_A,19
5F84_B-5F84_A,125
5FFO_D-5FFO_B,150
5FFO_G-5FFO_A,207
5FIR_C-5FIR_D,47
5FL7_O-5FL7_H,1403
5FM5_M-5FM5_P,233
5FQ8_B-5FQ8_G,217
5FQ8_D-5FQ8_E,76
5FQD_B-5FQD_A,454
5FQD_F-5FQD_E,1419
5FU7_A-5FU7_B,280
5FU7_A-5FU7_D,1
5FU7_C-5FU7_B,202
5FU7_C-5FU7_D,5
5FU7_E-5FU7_G,269
5FUG_D-5FUG_F,20
5FUG_K-5FUG_L,33
5FVD_B-5FVD_A,1
5G1X_B-5G1X_A,6
5GJK_A-5GJK_B,101
5GK9_B-5GK9_A,26
5GQQ_B-5GQQ_D,172
5H07_A-5H07_D,17
5H2F_F-5H2F_J,8
5H6Q_B-5H6Q_A,323
5HK5_A-5HK5_E,77
5HPS_A-5HPS_B,208
5HU3_B-5HU3_A,2
5HXB_X-5HXB_Z,1931
5HXG_C-5HXG_D,425
5HY3_A-5HY3_B,1
5HZK_D-5HZK_A,513
5HZK_D-5HZK_C,513
5I2D_G-5I2D_F,1248
5I2D_H-5I2D_A,1579
5I9E_A-5I9E_E,53
5IBK_C-5IBK_A,214
5IBW_C-5IBW_A,105
5IFG_B-5IFG_A,721
5IFS_B-5IFS_A,125
5IIB_A-5IIB_B,3
5IJ7_F-5IJ7_B,841
5IM5_A-5IM5_N,2522
5INB_A-5INB_B,12
5IUK_F-5IUK_E,3192
5J1S_B-5J1S_A,105
5J43_E-5J43_F,13
5J9T_B-5J9T_C,227
5J9T_C-5J9T_D,250
5J9T_E-5J9T_G,223
5J9T_F-5J9T_H,196
5JA4_D-5JA4_B,274
5JAA_D-5JAA_A,918
5JEA_K-5JEA_C,295
5JEA_K-5JEA_I,85
5JEN_B-5JEN_A,469
5JFZ_E-5JFZ_F,41
5JG6_B-5JG6_A,225
5JHF_F-5JHF_E,21
5JPO_A-5JPO_E,55
5JQY_B-5JQY_A,98
5JTV_B-5JTV_A,339
5JW7_B-5JW7_A,135
5JW9_A-5JW9_B,8
5JWO_A-5JWO_B,340
5K04_B-5K04_A,1148
5K23_A-5K23_C,1891
5KBX_B-5KBX_A,3002
5KL1_A-5KL1_B,32
5KP7_B-5KP7_A,2554
5KS8_A-5KS8_F,1447
5KTB_C-5KTB_B,1
5KWY_C-5KWY_B,282
5KXH_B-5KXH_A,144
5L6N_H-5L6N_I,1
5L6W_C-5L6W_L,631
5L8H_B-5L8H_A,316
5L9W_A-5L9W_C,169
5LB7_B-5LB7_A,116
5LDA_B-5LDA_A,1878
5LDD_A-5LDD_B,245
5LDD_C-5LDD_A,156
5LDD_C-5LDD_B,178
5LG4_A-5LG4_B,175
5LOP_A-5LOP_C,79
5LPU_B-5LPU_D,301
5LQF_A-5LQF_C,214
5LQF_D-5LQF_E,503
5LSB_A-5LSB_B,100
5LSI_D-5LSI_E,17
5LSJ_A-5LSJ_D,18
5LSJ_B-5LSJ_D,21
5LSJ_C-5LSJ_G,20
5LSJ_C-5LSJ_Q,3
5LSJ_E-5LSJ_G,19
5LSK_N-5LSK_P,5
5LTW_G-5LTW_F,137
5LXR_A-5LXR_B,156
5LXT_A-5LXT_E,24
5LXT_A-5LXT_F,437
5M5E_D-5M5E_C,16
5M72_A-5M72_B,201
5MB9_A-5MB9_D,58
5MJ3_A-5MJ3_B,15
5MSM_B-5MSM_A,388
5MSM_C-5MSM_B,180
5MSM_F-5MSM_D,284
5MU7_B-5MU7_A,203
5N6Y_A-5N6Y_C,10
5N9J_A-5N9J_B,270
5N9J_A-5N9J_D,260
5N9J_A-5N9J_G,201
5N9J_A-5N9J_W,252
5N9J_B-5N9J_D,168
5N9J_B-5N9J_G,145
5N9J_C-5N9J_A,123
5N9J_C-5N9J_B,109
5N9J_E-5N9J_A,296
5N9J_E-5N9J_B,219
5N9J_E-5N9J_C,114
5N9J_E-5N9J_G,170
5N9J_G-5N9J_D,135
5N9J_R-5N9J_A,248
5N9J_R-5N9J_G,114
5N9J_S-5N9J_A,275
5N9J_S-5N9J_G,154
5N9J_S-5N9J_U,162
5N9J_S-5N9J_W,205
5N9J_S-5N9J_Z,150
5N9J_W-5N9J_U,224
5N9J_Z-5N9J_U,161
5NLB_A-5NLB_B,365
5NT7_D-5NT7_C,58
5NVL_C-5NVL_D,34
5NXB_B-5NXB_C,169
5O32_J-5O32_F,777
5O7X_F-5O7X_E,186
5O7X_G-5O7X_H,269
5O7X_I-5O7X_G,184
5SY7_A-5SY7_B,4904
5SZH_B-5SZH_A,60
5T46_C-5T46_D,44
5T48_A-5T48_B,30
5T59_A-5T59_C,47
5T59_B-5T59_A,134
5T59_E-5T59_F,65
5T5I_B-5T5I_A,2157
5T5I_B-5T5I_D,1738
5T5I_B-5T5I_G,1499
5T5I_C-5T5I_A,1297
5T5I_F-5T5I_B,1591
5T5I_J-5T5I_K,1380
5T5W_A-5T5W_C,16
5T5W_B-5T5W_C,18
5T70_G-5T70_A,122
5T89_X-5T89_V,154
5TAR_A-5TAR_B,88
5TCS_A-5TCS_C,86
5TDY_C-5TDY_D,94
5UA4_A-5UA4_B,19
5UFU_A-5UFU_B,1060
5UK4_N-5UK4_n,26
5UNI_B-5UNI_A,396
5UQ2_A-5UQ2_B,41
5V6T_B-5V6T_A,103
5VJI_D-5VJI_F,5
5VK3_A-5VK3_B,835
5VOB_B-5VOB_A,16
5VOB_B-5VOB_D,6
5VXZ_D-5VXZ_B,192
5WGB_A-5WGB_B,134
5WUR_A-5WUR_C,2693
5WXM_B-5WXM_V,93
5WY5_B-5WY5_A,376
5WYL_D-5WYL_C,51
5X1E_A-5X1E_C,21
5X3T_C-5X3T_D,2636
5X3X_m-5X3X_q,1099
5X5Y_B-5X5Y_F,1674
5XBF_A-5XBF_B,136
5XEQ_A-5XEQ_B,239
5XJL_2-5XJL_M,46
5XJL_A-5XJL_2,304
