id1,id2,n_unique1,n_unique2,n_matching_ox,ncombos_total,median_combos,std_combos,Org1,Org2,kingdom1,kingdom2
2HYI_I,2HYI_G,18664,1336,1243,22804.0,6.0,102.51719729752777,Homo sapiens,Homo sapiens,E,E
2NPS_A,2NPS_D,1651,1527,1475,83139.0,20.0,168.14515528304534,Mus musculus,Homo sapiens,E,E
2NPS_C,2NPS_D,1349,1527,1329,23027.0,5.0,65.37784071052549,Rattus norvegicus,Homo sapiens,E,E
2P22_A,2P22_C,1245,820,746,2885.0,1.0,15.792295519074782,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
2P22_B,2P22_A,1204,1245,1083,3141.0,1.0,26.063691253734355,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
2P22_A,2P22_D,1245,43,40,43.0,1.0,0.2633913438213185,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
2P22_C,2P22_D,820,43,37,44.0,1.0,0.6911736136510497,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3HRD_D,3HRD_A,14714,11165,10813,3449934.0,9.0,14689.557727761136,Eubacterium barkeri,Eubacterium barkeri,B,B
3HRD_H,3HRD_F,15186,11111,10794,3963265.0,9.0,17565.380587143933,Eubacterium barkeri,Eubacterium barkeri,B,B
3HRD_H,3HRD_G,15186,11081,10171,1664797.0,6.0,7236.548425715763,Eubacterium barkeri,Eubacterium barkeri,B,B
3VR4_D,3VR4_G,26080,4954,4819,105005.0,2.0,824.2289485514018,Enterococcus hirae,Enterococcus hirae,B,B
3VR4_G,3VR4_H,4954,3998,3819,37527.0,1.0,389.1795708755385,Enterococcus hirae,Enterococcus hirae,B,B
3VR4_C,3VR4_G,33428,4954,4833,110457.0,3.0,837.0821199189501,Enterococcus hirae,Enterococcus hirae,B,B
4OR5_B,4OR5_E,2980,183,165,42609.0,92.0,496.3238787496325,Homo sapiens,Homo sapiens,E,E
4OR5_F,4OR5_G,10203,2980,1706,2330829.0,112.0,10890.912565664754,Homo sapiens,Homo sapiens,E,E
4OR5_H,4OR5_J,102,183,0,0.0,,,Human immunodeficiency virus type 1 group M subtype B,Homo sapiens,V,E
4OR5_G,4OR5_H,2980,102,0,0.0,,,Homo sapiens,Human immunodeficiency virus type 1 group M subtype B,E,V
4Q7J_E,4Q7J_G,20812,116,2,7.0,3.5,2.5,Escherichia coli,Escherichia phage Qbeta,B,V
4Q7J_D,4Q7J_C,22142,116,2,18.0,9.0,8.0,Escherichia coli,Escherichia phage Qbeta,B,V
4Q7J_F,4Q7J_E,34502,20812,19241,310438.0,1.0,521.9080647392279,Escherichia coli,Escherichia coli,B,B
4Q7J_B,4Q7J_C,34634,116,2,25.0,12.5,0.5,Escherichia coli,Escherichia phage Qbeta,B,V
5J9T_B,5J9T_C,1306,1395,1229,8858.0,2.0,23.99796728459548,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
5J9T_C,5J9T_D,1395,1209,1159,22634.0,2.0,159.635593387545,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
5J9T_F,5J9T_H,1297,1209,1081,4989.0,1.0,15.48506221783532,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
5J9T_E,5J9T_G,1531,1395,1360,49710.0,4.0,440.1553138290562,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
5JA4_D,5JA4_B,8678,3363,1518,297187.0,35.0,947.2576104205783,Homo sapiens,Homo sapiens,E,E
5M3H_B,5M3H_A,11631,27235,5003,67361.0,1.0,817.0216864932304,Influenza A virus,Influenza A virus,V,V
5M3H_B,5M3H_C,11631,17306,4543,75061.0,2.0,982.8342441876644,Influenza A virus,Influenza A virus,V,V
5M3H_A,5M3H_C,27235,17306,7379,186226.0,1.0,1823.1598229461208,Influenza A virus,Influenza A virus,V,V
1NH2_A,1NH2_D,2841,1317,1238,10999.0,3.0,35.56068878150458,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1NH2_A,1NH2_C,2841,1304,1249,14953.0,3.0,110.17541882699273,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1NH2_D,1NH2_C,1317,1304,1141,4075.0,1.0,26.182689730382286,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
2A6H_P,2A6H_M,20512,41487,18817,525194.0,3.0,770.5168778180861,Thermus thermophilus,Thermus thermophilus,B,B
2A6H_P,2A6H_N,20512,36094,18639,490675.0,2.0,790.3081105513126,Thermus thermophilus,Thermus thermophilus,B,B
2A6H_C,2A6H_D,41487,36094,26672,475811.0,1.0,678.3482612010556,Thermus thermophilus,Thermus thermophilus,B,B
2AST_C,2AST_B,1303,2273,1154,93362.0,11.0,293.66384702918066,Homo sapiens,Homo sapiens,E,E
2AST_A,2AST_B,1668,2273,1382,1244230.0,24.0,5299.117573661212,Homo sapiens,Homo sapiens,E,E
2CLY_D,2CLY_E,424,1258,375,9422.0,1.0,412.64713290116964,Bos taurus,Bos taurus,E,E
2CLY_A,2CLY_C,424,389,345,1806.0,1.0,37.76724992611624,Bos taurus,Bos taurus,E,E
2CLY_C,2CLY_B,389,1258,350,1601.0,1.0,22.608946937720326,Bos taurus,Bos taurus,E,E
2FD6_U,2FD6_H,283,758,204,756906.0,342.0,15617.557161395196,Homo sapiens,Mus musculus,E,E
2FD6_U,2FD6_A,283,685,210,120142.0,149.0,1309.165553384216,Homo sapiens,Homo sapiens,E,E
2J56_A,2J56_L,12741,586,509,69796.0,4.0,2473.2269834360104,Paracoccus denitrificans,Paracoccus denitrificans,B,B
2J56_L,2J56_H,586,8716,571,24869.0,8.0,443.24365834941324,Paracoccus denitrificans,Paracoccus denitrificans,B,B
2J56_A,2J56_H,12741,8716,6180,3995490.0,8.0,35105.29971565545,Paracoccus denitrificans,Paracoccus denitrificans,B,B
2PBD_A,2PBD_P,11804,1569,1438,112693.0,12.0,346.11594365242587,Oryctolagus cuniculus,Homo sapiens,E,E
2PBD_P,2PBD_V,1569,184,164,5028.0,12.0,51.836450004585856,Homo sapiens,Homo sapiens,E,E
2PBD_A,2PBD_V,11804,184,182,37987.0,55.0,383.448627652132,Oryctolagus cuniculus,Homo sapiens,E,E
2QFA_C,2QFA_B,113,142,101,456.0,2.0,5.645665754331063,Homo sapiens,Homo sapiens,E,E
2QFA_A,2QFA_C,1386,113,112,5733.0,28.0,77.08338843305623,Homo sapiens,Homo sapiens,E,E
2QFA_A,2QFA_B,1386,142,139,6517.0,20.0,68.54259602314951,Homo sapiens,Homo sapiens,E,E
2YFV_C,2YFV_B,63,3341,60,95.0,1.0,1.2012724734861595,Kluyveromyces lactis,Kluyveromyces lactis,E,E
2YFV_A,2YFV_C,25057,63,62,131.0,2.0,1.1231413134550765,Kluyveromyces lactis,Kluyveromyces lactis,E,E
2YNM_B,2YNM_C,17993,5199,3467,2597479.0,6.0,38004.69767474539,Prochlorococcus marinus,Prochlorococcus marinus,B,B
2YNM_A,2YNM_D,18014,5486,3683,4315095.0,6.0,63718.72277873805,Prochlorococcus marinus,Prochlorococcus marinus,B,B
2ZXE_B,2ZXE_G,478,144,135,9359.0,35.0,108.16029459948028,Squalus acanthias,Squalus acanthias,E,E
2ZXE_B,2ZXE_A,478,18500,463,146469.0,35.0,3998.176324290744,Squalus acanthias,Squalus acanthias,E,E
2ZXE_A,2ZXE_G,18500,144,143,40236.0,90.0,493.09667527305254,Squalus acanthias,Squalus acanthias,E,E
3A1J_B,3A1J_A,1862,2419,1783,8709.0,1.0,15.684211916982242,Homo sapiens,Homo sapiens,E,E
3A1J_C,3A1J_A,2628,2419,2344,11711.0,1.0,32.355038784486105,Homo sapiens,Homo sapiens,E,E
3A1J_C,3A1J_B,2628,1862,1764,8692.0,2.0,15.883517177379698,Homo sapiens,Homo sapiens,E,E
3BPO_A,3BPO_B,81,590,69,6696.0,52.0,125.35011082385955,Homo sapiens,Homo sapiens,E,E
3BPO_B,3BPO_C,590,892,574,1205263.0,25.0,7998.153564389061,Homo sapiens,Homo sapiens,E,E
3BPO_A,3BPO_C,81,892,71,13883.0,112.0,250.69783343647808,Homo sapiens,Homo sapiens,E,E
3EGW_A,3EGW_C,12556,7069,6402,421662.0,4.0,1970.0433872076728,Escherichia coli,Escherichia coli,B,B
3EGW_C,3EGW_B,7069,13585,6276,318335.0,3.0,1523.7172639684964,Escherichia coli,Escherichia coli,B,B
3EGW_A,3EGW_B,12556,13585,9771,3496643.0,6.0,18149.12289625416,Escherichia coli,Escherichia coli,B,B
3KFD_B,3KFD_F,1839,158,154,19307.0,52.0,202.58998165313326,Homo sapiens,Homo sapiens,E,E
3KFD_K,3KFD_G,342,158,147,4475.0,8.0,52.541933917120225,Homo sapiens,Homo sapiens,E,E
3KFD_A,3KFD_J,1839,346,338,77818.0,26.5,518.8305466090779,Homo sapiens,Homo sapiens,E,E
3KFU_H,3KFU_J,19010,15884,15372,518703.0,2.0,1220.1763611733334,Thermus thermophilus,Thermus thermophilus,B,B
3KFU_H,3KFU_I,19010,17275,15892,629244.0,2.0,1389.0069853881823,Thermus thermophilus,Thermus thermophilus,B,B
3KFU_B,3KFU_I,22813,17275,16251,551112.0,2.0,1228.8724618569709,Thermus thermophilus,Thermus thermophilus,B,B
3LK2_A,3LK2_T,1366,133,129,2048.0,5.0,23.96153498724101,Gallus gallus,Homo sapiens,E,E
3LK2_B,3LK2_T,1375,133,127,1121.0,3.0,15.158010012219119,Gallus gallus,Homo sapiens,E,E
3LK2_B,3LK2_A,1375,1366,1263,4305.0,1.0,12.384547994052431,Gallus gallus,Gallus gallus,E,E
3OR1_B,3OR1_C,15474,5503,4478,138825.0,3.0,578.7575434515453,Desulfovibrio gigas,Desulfovibrio gigas,B,B
3OR1_A,3OR1_C,14717,5503,4293,153019.0,3.0,709.1605787116771,Desulfovibrio gigas,Desulfovibrio gigas,B,B
3P5J_A,3P5J_B,21415,1255,1157,3161.0,1.0,20.098567404732236,Mus musculus,Mus musculus,E,E
3P5J_A,3P5J_C,21415,1156,1100,2103.0,1.0,4.740391848363705,Mus musculus,Mus musculus,E,E
3P5J_C,3P5J_B,1156,1255,1065,2159.0,1.0,7.037272354152213,Mus musculus,Mus musculus,E,E
3RGB_J,3RGB_I,1060,260,170,172124.0,2.0,11622.644435475722,Methylococcus capsulatus,Methylococcus capsulatus,B,B
3RGB_B,3RGB_C,1060,170,149,992387.0,3.0,80359.627588666,Methylococcus capsulatus,Methylococcus capsulatus,B,B
3RGB_A,3RGB_C,260,170,161,1406.0,2.0,34.61586139939393,Methylococcus capsulatus,Methylococcus capsulatus,B,B
3S8G_A,3S8G_B,34984,33718,20194,620606.0,1.0,1713.2952099578602,Thermus thermophilus,Thermus thermophilus,B,B
3S8G_B,3S8G_C,33718,458,457,2256.0,3.0,8.454946856135942,Thermus thermophilus,Thermus thermophilus,B,B
3S8G_A,3S8G_C,34984,458,454,3066.0,4.0,19.1691042974991,Thermus thermophilus,Thermus thermophilus,B,B
3SJL_E,3SJL_B,586,10328,513,18426.0,4.0,423.6717175965785,Paracoccus denitrificans,Paracoccus denitrificans,B,B
3SJL_B,3SJL_F,10328,8716,5899,3558476.0,10.0,35306.65630429332,Paracoccus denitrificans,Paracoccus denitrificans,B,B
3SQG_B,3SQG_D,232,373,136,123816.0,1.0,10549.799620672053,uncultured archaeon,uncultured archaeon,A,A
3SQG_C,3SQG_B,227,232,211,793.0,1.0,25.241644761472443,uncultured archaeon,uncultured archaeon,A,A
3SQG_C,3SQG_A,227,373,142,177842.0,1.0,14843.90420063654,uncultured archaeon,uncultured archaeon,A,A
3V62_C,3V62_B,34,10421,26,30.0,1.0,0.6007884366082041,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3V62_C,3V62_A,34,1473,34,72.0,2.0,1.5294117647058827,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3V62_B,3V62_A,10421,1473,1399,21842.0,3.0,74.78067057008217,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3VYT_A,3VYT_B,5102,4916,4680,38105.0,1.0,268.3270912267589,Thermococcus kodakarensis,Thermococcus kodakarensis,A,A
3VYT_C,3VYT_B,19370,4916,4869,165647.0,4.0,1004.6660295600336,Thermococcus kodakarensis,Thermococcus kodakarensis,A,A
3VYT_C,3VYT_A,19370,5102,4895,112821.0,4.0,388.17283478804495,Thermococcus kodakarensis,Thermococcus kodakarensis,A,A
3VZA_C,3VZA_E,134,9,4,20.0,3.0,4.0620192023179795,Gallus gallus,Gallus gallus,E,E
3VZA_A,3VZA_C,1105,134,122,242.0,1.0,3.0163043465102577,Gallus gallus,Gallus gallus,E,E
3VZA_A,3VZA_E,1105,9,9,20.0,1.0,2.199887763691481,Gallus gallus,Gallus gallus,E,E
3WYF_E,3WYF_F,1548,1953,1503,261751.0,39.0,1750.8339292587757,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3WYF_A,3WYF_B,2887,1541,1517,578011.0,66.0,2182.798574272424,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3WYF_A,3WYF_C,2887,1975,1574,1950192.0,285.0,6520.9896486226835,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4A8X_C,4A8X_B,1161,660,601,2519.0,1.0,19.56145633783701,Mus musculus,Drosophila melanogaster,E,V
4A8X_A,4A8X_B,7307,660,654,130678.0,39.0,1146.3165095752374,Homo sapiens,Drosophila melanogaster,E,V
4A8X_A,4A8X_C,7307,1161,1157,81749.0,24.0,242.6458183526009,Homo sapiens,Mus musculus,E,E
4DJD_B,4DJD_F,19000,11012,11001,419280.0,2.0,1052.2746822424424,Moorella thermoacetica,Moorella thermoacetica,B,B
4DJD_B,4DJD_E,19000,8991,8542,233496.0,2.0,879.3861956720726,Moorella thermoacetica,Moorella thermoacetica,B,B
4DL0_E,4DL0_I,4562,1437,1366,5373.0,1.0,18.07332020416928,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4DL0_E,4DL0_G,4562,1411,1337,5497.0,1.0,10.216152861641984,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4DL0_G,4DL0_C,1411,1437,1324,4367.0,1.0,7.130482008533948,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4F0Z_C,4F0Z_B,10,6979,0,0.0,,,African swine fever virus,Homo sapiens,V,E
4F0Z_C,4F0Z_A,10,16983,0,0.0,,,African swine fever virus,Homo sapiens,V,E
4F0Z_A,4F0Z_B,16983,6979,3544,1891940.0,8.0,3225.6360640518933,Homo sapiens,Homo sapiens,E,E
4H9N_A,4H9N_C,25186,259,255,4383.0,8.0,29.013517113876176,Homo sapiens,Homo sapiens,E,E
4H9N_C,4H9N_B,259,3369,251,3007.0,5.0,24.02943914889368,Homo sapiens,Homo sapiens,E,E
4JGH_B,4JGH_C,2040,1662,1495,146077.0,10.0,877.9329888070332,Mus musculus,Mus musculus,E,E
4JGH_A,4JGH_C,832,1662,490,409025.0,202.0,2074.472090757336,Homo sapiens,Mus musculus,E,E
4JGH_D,4JGH_C,1540,1662,1467,101651.0,9.0,302.94541717519974,Homo sapiens,Mus musculus,E,E
4M6B_D,4M6B_F,2685,0,0,0.0,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4M6B_A,4M6B_C,2684,0,0,0.0,,,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4MQW_Z,4MQW_H,2506,777,381,225542.0,109.0,1369.9807590440844,Homo sapiens,Homo sapiens,E,E
4MQW_X,4MQW_A,2507,253,187,49337.0,121.0,467.2121085082216,Homo sapiens,Homo sapiens,E,E
4MQW_E,4MQW_D,777,253,235,2046.0,3.0,18.37259064250758,Homo sapiens,Homo sapiens,E,E
4NEE_K,4NEE_J,106,2169,0,0.0,,,Human immunodeficiency virus type 1 group M subtype B,Rattus norvegicus,V,E
4NEE_C,4NEE_D,98,1637,0,0.0,,,Human immunodeficiency virus type 1 group M subtype B,Rattus norvegicus,V,E
4NTW_C,4NTW_A,810,444,336,45999.0,47.5,384.77825926932917,Micrurus tener tener,Gallus gallus,E,E
4NTW_B,4NTW_A,777,444,398,1663651.0,316.0,62793.09843127458,Micrurus tener tener,Gallus gallus,E,E
4NTW_B,4NTW_C,777,810,400,148136.0,72.0,3319.3452147072626,Micrurus tener tener,Micrurus tener tener,E,E
4OMF_G,4OMF_A,12502,19935,10007,733475.0,3.0,2944.163581897347,Methanothermobacter marburgensis,Methanothermobacter marburgensis,A,A
4OMF_A,4OMF_B,19935,2903,2231,91955.0,2.0,1337.2204296091984,Methanothermobacter marburgensis,Methanothermobacter marburgensis,A,A
4OMF_G,4OMF_B,12502,2903,2338,247807.0,9.5,3452.3122151393577,Methanothermobacter marburgensis,Methanothermobacter marburgensis,A,A
4V3K_D,4V3K_F,2204,1951,1654,4101527.0,374.0,11323.600032937302,Homo sapiens,Homo sapiens,E,E
4V3K_B,4V3K_C,2728,1948,1694,6032180.0,266.0,22652.465745022066,Homo sapiens,Homo sapiens,E,E
4V3K_D,4V3K_E,2204,2728,1837,3163822.0,315.0,9303.932846392963,Homo sapiens,Homo sapiens,E,E
4WZA_H,4WZA_D,18970,5225,3452,4304188.0,6.0,65982.14497703964,Azotobacter vinelandii,Azotobacter vinelandii,B,B
4XB6_G,4XB6_H,2586,2535,2469,21264.0,1.0,265.08817401065846,Escherichia coli,Escherichia coli,B,B
4XB6_B,4XB6_D,2619,2535,2456,14330.0,1.0,142.73979322022453,Escherichia coli,Escherichia coli,B,B
4XB6_G,4XB6_E,2586,2635,2574,30393.0,2.0,324.3530503112153,Escherichia coli,Escherichia coli,B,B
4XPM_B,4XPM_A,46,45,37,55.0,1.0,0.7577213929122263,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4XPM_B,4XPM_C,46,76,41,59.0,1.0,0.7341422899167029,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4XPM_A,4XPM_C,45,76,43,52.0,1.0,0.7642640337281388,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
4Y99_C,4Y99_A,504,6309,471,321970.0,111.0,1881.9114205185565,Homo sapiens,Homo sapiens,E,E
4Z2M_I,4Z2M_B,25088,1428,1398,21991.0,4.0,121.38582045004064,Homo sapiens,Homo sapiens,E,E
4Z2M_B,4Z2M_H,1428,3306,1375,15277.0,4.0,87.74926758395571,Homo sapiens,Homo sapiens,E,E
5F0J_C,5F0J_A,4014,1406,1390,104658.0,11.0,584.2351208485303,Homo sapiens,Homo sapiens,E,E
5F0J_C,5F0J_B,4014,1495,1442,184099.0,11.0,896.8221965131869,Homo sapiens,Homo sapiens,E,E
5F0J_A,5F0J_B,1406,1495,1360,15597.0,2.0,72.56901705010556,Homo sapiens,Homo sapiens,E,E
5FUG_D,5FUG_F,2342,861,845,17364.0,5.0,85.54743458632159,Homo sapiens,Homo sapiens,E,E
5FUG_K,5FUG_L,2122,832,736,10789.0,3.0,59.27816933579583,Homo sapiens,Homo sapiens,E,E
5LDD_C,5LDD_A,2830,1373,1345,146998.0,24.0,416.94347023787276,Chaetomium thermophilum,Chaetomium thermophilum,E,E
5LDD_C,5LDD_B,2830,1227,1215,104620.0,24.0,317.26765075316473,Chaetomium thermophilum,Chaetomium thermophilum,E,E
5LDD_A,5LDD_B,1373,1227,1138,3904.0,1.0,18.14269294775463,Chaetomium thermophilum,Chaetomium thermophilum,E,E
5MSM_B,5MSM_A,1187,1237,1085,1905.0,1.0,2.446906539036501,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
5MSM_F,5MSM_D,926,1237,876,1556.0,1.0,4.290818768755334,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
5MSM_C,5MSM_B,902,1187,818,1487.0,1.0,5.707398729775176,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
5T59_B,5T59_A,754,987,708,1043.0,1.0,1.4411673866809152,Kluyveromyces lactis,Kluyveromyces lactis,E,E
5T59_E,5T59_F,752,447,382,486.0,1.0,0.8587185507541348,Kluyveromyces lactis,Kluyveromyces lactis,E,E
5T59_A,5T59_C,987,480,454,576.0,1.0,0.8489639436401069,Kluyveromyces lactis,Kluyveromyces lactis,E,E
5T5W_A,5T5W_C,615,82,80,16467.0,134.0,227.61098632041032,Homo sapiens,Homo sapiens,E,E
5T5W_B,5T5W_C,192,82,80,6572.0,58.5,94.30550090000051,Homo sapiens,Homo sapiens,E,E
5VK3_A,5VK3_B,3465,5485,1965,1058288.0,152.0,2946.11686291072,Chaetomium thermophilum,Chaetomium thermophilum,E,E
1A0R_B,1A0R_P,3184,22765,2916,541176.0,45.0,858.3275524542313,Bos taurus,Bos taurus,E,E
1A0R_B,1A0R_G,3184,723,678,136969.0,34.0,552.2617917736162,Bos taurus,Bos taurus,E,E
1EEX_L,1EEX_E,734,736,712,10041.0,2.0,132.4497865180044,Klebsiella oxytoca,Klebsiella oxytoca,B,B
1EEX_L,1EEX_M,734,723,708,4460.0,1.0,50.195191316691115,Klebsiella oxytoca,Klebsiella oxytoca,B,B
1GOT_B,1GOT_A,3184,2516,1733,1706921.0,220.0,7797.307142020894,Bos taurus,Bos taurus,E,E
1IKN_D,1IKN_A,8080,457,391,348727.0,180.0,2279.8305383141087,Homo sapiens,Mus musculus,E,E
1JSU_A,1JSU_B,9793,2832,1693,2571550.0,90.0,14614.329175275354,Homo sapiens,Homo sapiens,E,E
1JSU_A,1JSU_C,9793,540,520,189756.0,75.0,1193.5226563839394,Homo sapiens,Homo sapiens,E,E
1KIL_D,1KIL_A,1529,1653,1475,79697.0,20.0,143.1496254128736,Homo sapiens,Rattus norvegicus,E,E
1KIL_A,1KIL_E,1653,345,343,8215.0,12.0,39.14018154993799,Rattus norvegicus,Rattus norvegicus,E,E
1KQF_A,1KQF_B,13441,14080,9870,2212337.0,6.0,8400.520583014204,Escherichia coli,Escherichia coli,B,B
1KQF_C,1KQF_B,9866,14080,7251,808569.0,6.0,4180.379828680795,Escherichia coli,Escherichia coli,B,B
1L1O_C,1L1O_B,2158,4867,1542,25909.0,2.0,114.07527798921193,Homo sapiens,Homo sapiens,E,E
1L1O_D,1L1O_E,1279,4867,1225,4793.0,2.0,19.48537188382768,Homo sapiens,Homo sapiens,E,E
1LQB_C,1LQB_B,704,1637,416,4289.0,4.0,22.651042045786447,Homo sapiens,Homo sapiens,E,E
1W85_C,1W85_D,19637,20438,18458,1868099.0,6.0,3720.430412245699,Geobacillus stearothermophilus,Geobacillus stearothermophilus,B,B
1W85_I,1W85_B,15522,20438,13619,1026599.0,5.0,2163.9440629000933,Geobacillus stearothermophilus,Geobacillus stearothermophilus,B,B
1WA5_A,1WA5_C,2893,1604,1553,1210613.0,216.0,3321.610727924579,Canis lupus familiaris,Saccharomyces cerevisiae,E,E
1WA5_B,1WA5_C,2542,1604,1524,1748999.0,99.0,8128.455074239046,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1YAR_C,1YAR_S,15005,325,323,25849.0,19.0,336.16102929058087,Thermoplasma acidophilum,Trypanosoma brucei,A,E
2A40_D,2A40_F,11202,372,372,87738.0,39.5,1906.2291593511152,Oryctolagus cuniculus,Homo sapiens,E,E
2A40_A,2A40_B,11202,17562,3983,381737.0,6.0,890.9386904815965,Oryctolagus cuniculus,Bos taurus,E,E
2AZE_C,2AZE_B,143,657,136,2089.0,9.0,20.91286994473163,Homo sapiens,Homo sapiens,E,E
2BL0_B,2BL0_A,6153,1136,1100,551909.0,16.0,2650.187327172669,Physarum polycephalum,Physarum polycephalum,E,E
2BL0_A,2BL0_C,1136,5876,1100,551382.0,16.0,2619.6853186638923,Physarum polycephalum,Physarum polycephalum,E,E
2BS2_C,2BS2_B,5851,18948,5781,189541.0,3.0,774.8991155240428,Wolinella succinogenes,Wolinella succinogenes,B,B
2D1K_A,2D1K_C,11204,1030,1023,118355.0,22.0,972.6307661525503,Oryctolagus cuniculus,Homo sapiens,E,E
2IVF_A,2IVF_B,13347,13826,9991,3686395.0,6.0,18687.62671314219,Aromatoleum aromaticum,Aromatoleum aromaticum,B,B
2IVF_C,2IVF_B,1002,13826,815,45057.0,5.0,523.2774369514054,Aromatoleum aromaticum,Aromatoleum aromaticum,B,B
2IZO_C,2IZO_A,16293,22257,15220,241260.0,1.0,438.38900219037725,Sulfolobus solfataricus,Sulfolobus solfataricus,A,A
2IZV_A,2IZV_C,826,1628,470,206440.0,120.0,1350.558042468056,Homo sapiens,Homo sapiens,E,E
2P58_A,2P58_C,92,149,87,266.0,1.0,7.184524111515277,Yersinia pestis,Yersinia pestis,B,B
2P58_B,2P58_C,175,149,131,435.0,1.0,11.313888766307292,Yersinia pestis,Yersinia pestis,B,B
2PU9_C,2PU9_A,22000,1480,1362,23307.0,2.0,150.9106469318764,Spinacia oleracea,Synechocystis sp.,E,B
2PU9_B,2PU9_A,480,1480,460,908.0,1.0,7.720341138627642,Synechocystis sp.,Synechocystis sp.,B,B
2QTV_B,2QTV_D,13879,142,140,2233.0,14.0,9.493098997241553,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
2QTV_B,2QTV_A,13879,1942,1562,418317.0,56.0,1919.5668925325836,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
2VE7_D,2VE7_B,1237,1401,1189,5036.0,2.0,19.206330919308353,Homo sapiens,Homo sapiens,E,E
2VPG_A,2VPG_B,1278,284,282,6128.0,9.0,46.022871192518814,Homo sapiens,Homo sapiens,E,E
2VPZ_A,2VPZ_B,13652,14896,10675,3357222.0,6.0,14860.947478975431,Thermus thermophilus,Thermus thermophilus,B,B
2VPZ_F,2VPZ_G,14896,4964,4828,599212.0,4.0,3086.3311123746503,Thermus thermophilus,Thermus thermophilus,B,B
2WZP_H,2WZP_P,223,216,159,260.0,1.0,4.148836896414955,Lactococcus phage p2,Lactococcus phage p2,V,V
2WZP_Q,2WZP_R,216,156,156,197.0,1.0,2.1156079913142123,Lactococcus phage p2,Lactococcus phage p2,V,V
3BOW_C,3BOW_B,155,5857,151,277134.0,276.0,4399.491044540151,Rattus norvegicus,Rattus norvegicus,E,E
3CI0_I,3CI0_J,3344,3104,2696,29029.0,1.0,230.58674930325589,Escherichia coli,Escherichia coli,B,B
3CI0_K,3CI0_J,9619,3104,3061,53620.0,1.0,370.4635266131557,Escherichia coli,Escherichia coli,B,B
3DCG_E,3DCG_D,91,1633,0,0.0,,,Human immunodeficiency virus type 1 group M subtype B,Homo sapiens,V,E
3GJX_D,3GJX_E,1953,730,714,40856.0,16.0,450.7616508503483,Mus musculus,Homo sapiens,E,E
3KYD_B,3KYD_D,19187,1546,1490,112785.0,24.0,318.4116284606417,Homo sapiens,Homo sapiens,E,E
3NMU_F,3NMU_A,19371,2454,2303,100854.0,6.0,1080.4369600575988,Pyrococcus furiosus,Pyrococcus furiosus,A,A
3NMU_C,3NMU_B,8635,2454,2320,152105.0,12.0,1361.1062623104215,Pyrococcus furiosus,Pyrococcus furiosus,A,A
3OVU_C,3OVU_B,9529,47,40,10911.0,4.0,1656.7490227475616,Homo sapiens,Staphylococcus aureus,E,B
3OVU_C,3OVU_A,9529,60,60,1834.0,17.0,56.51441310753293,Homo sapiens,Homo sapiens,E,E
3R45_A,3R45_C,25068,72,70,1557.0,14.0,18.20630637544954,Homo sapiens,Homo sapiens,E,E
3RFZ_F,3RFZ_E,2960,3660,2869,4271426.0,6.0,66222.31576020518,Escherichia coli,Escherichia coli,B,B
3RFZ_D,3RFZ_E,2074,3660,1970,7066965.0,28.0,132646.83190115695,Escherichia coli,Escherichia coli,B,B
3T5V_B,3T5V_C,1870,1147,1119,6969.0,3.0,13.561592526331461,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
3T5V_E,3T5V_D,1870,1515,1455,33251.0,9.0,188.2152027871195,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
