,id1,id2,n_unique1,n_unique2,n_matching_ox,ncombos_total,median_combos,std_combos,PDB
304,3SQG_B,3SQG_D,232,373,136,123816.0,1.0,10549.799620672053,3sqg
305,3SQG_C,3SQG_B,227,232,211,793.0,1.0,25.241644761472443,3sqg
306,3SQG_C,3SQG_A,227,373,142,177842.0,1.0,14843.90420063654,3sqg
307,3V62_C,3V62_B,34,10421,26,30.0,1.0,0.6007884366082041,3v62
308,3V62_C,3V62_A,34,1473,34,72.0,2.0,1.5294117647058827,3v62
309,3V62_B,3V62_A,10421,1473,1399,21842.0,3.0,74.78067057008217,3v62
310,3VYT_A,3VYT_B,5102,4916,4680,38105.0,1.0,268.3270912267589,3vyt
311,3VYT_C,3VYT_B,19370,4916,4869,165647.0,4.0,1004.6660295600336,3vyt
312,3VYT_C,3VYT_A,19370,5102,4895,112821.0,4.0,388.17283478804495,3vyt
313,3VZA_C,3VZA_E,134,9,4,20.0,3.0,4.0620192023179795,3vza
314,3VZA_A,3VZA_C,1105,134,122,242.0,1.0,3.0163043465102577,3vza
315,3VZA_A,3VZA_E,1105,9,9,20.0,1.0,2.199887763691481,3vza
316,3WYF_E,3WYF_F,1548,1953,1503,261751.0,39.0,1750.8339292587757,3wyf
317,3WYF_A,3WYF_B,2887,1541,1517,578011.0,66.0,2182.798574272424,3wyf
318,3WYF_A,3WYF_C,2887,1975,1574,1950192.0,285.0,6520.9896486226835,3wyf
319,4A8X_C,4A8X_B,1161,660,601,2519.0,1.0,19.56145633783701,4a8x
320,4A8X_A,4A8X_B,7307,660,654,130678.0,39.0,1146.3165095752374,4a8x
321,4A8X_A,4A8X_C,7307,1161,1157,81749.0,24.0,242.6458183526009,4a8x
322,4DJD_B,4DJD_F,19000,11012,11001,419280.0,2.0,1052.2746822424424,4djd
323,4DJD_B,4DJD_E,19000,8991,8542,233496.0,2.0,879.3861956720726,4djd
324,4DL0_E,4DL0_I,4562,1437,1366,5373.0,1.0,18.07332020416928,4dl0
325,4DL0_E,4DL0_G,4562,1411,1337,5497.0,1.0,10.216152861641984,4dl0
326,4DL0_G,4DL0_C,1411,1437,1324,4367.0,1.0,7.130482008533948,4dl0
327,4F0Z_C,4F0Z_B,10,6979,0,0.0,,,4f0z
328,4F0Z_C,4F0Z_A,10,16983,0,0.0,,,4f0z
329,4F0Z_A,4F0Z_B,16983,6979,3544,1891940.0,8.0,3225.6360640518933,4f0z
330,4H9N_A,4H9N_C,25186,259,255,4383.0,8.0,29.013517113876176,4h9n
331,4H9N_C,4H9N_B,259,3369,251,3007.0,5.0,24.02943914889368,4h9n
332,4JGH_B,4JGH_C,2040,1662,1495,146077.0,10.0,877.9329888070332,4jgh
333,4JGH_A,4JGH_C,832,1662,490,409025.0,202.0,2074.472090757336,4jgh
334,4JGH_D,4JGH_C,1540,1662,1467,101651.0,9.0,302.94541717519974,4jgh
335,4M6B_D,4M6B_F,2685,0,0,0.0,,,4m6b
336,4M6B_A,4M6B_C,2684,0,0,0.0,,,4m6b
337,4MQW_Z,4MQW_H,2506,777,381,225542.0,109.0,1369.9807590440844,4mqw
338,4MQW_X,4MQW_A,2507,253,187,49337.0,121.0,467.2121085082216,4mqw
339,4MQW_E,4MQW_D,777,253,235,2046.0,3.0,18.37259064250758,4mqw
340,4NEE_K,4NEE_J,106,2169,0,0.0,,,4nee
341,4NEE_C,4NEE_D,98,1637,0,0.0,,,4nee
342,4NTW_C,4NTW_A,810,444,336,45999.0,47.5,384.77825926932917,4ntw
343,4NTW_B,4NTW_A,777,444,398,1663651.0,316.0,62793.09843127458,4ntw
344,4NTW_B,4NTW_C,777,810,400,148136.0,72.0,3319.3452147072626,4ntw
345,4OMF_G,4OMF_A,12502,19935,10007,733475.0,3.0,2944.163581897347,4omf
346,4OMF_A,4OMF_B,19935,2903,2231,91955.0,2.0,1337.2204296091984,4omf
347,4OMF_G,4OMF_B,12502,2903,2338,247807.0,9.5,3452.3122151393577,4omf
348,4V3K_D,4V3K_F,2204,1951,1654,4101527.0,374.0,11323.600032937302,4v3k
349,4V3K_B,4V3K_C,2728,1948,1694,6032180.0,266.0,22652.465745022066,4v3k
350,4V3K_D,4V3K_E,2204,2728,1837,3163822.0,315.0,9303.932846392963,4v3k
351,4WZA_H,4WZA_D,18970,5225,3452,4304188.0,6.0,65982.14497703964,4wza
352,4XB6_G,4XB6_H,2586,2535,2469,21264.0,1.0,265.08817401065846,4xb6
353,4XB6_B,4XB6_D,2619,2535,2456,14330.0,1.0,142.73979322022453,4xb6
354,4XB6_G,4XB6_E,2586,2635,2574,30393.0,2.0,324.3530503112153,4xb6
355,4XPM_B,4XPM_A,46,45,37,55.0,1.0,0.7577213929122263,4xpm
356,4XPM_B,4XPM_C,46,76,41,59.0,1.0,0.7341422899167029,4xpm
357,4XPM_A,4XPM_C,45,76,43,52.0,1.0,0.7642640337281388,4xpm
358,4Y99_C,4Y99_A,504,6309,471,321970.0,111.0,1881.9114205185565,4y99
359,4Z2M_I,4Z2M_B,25088,1428,1398,21991.0,4.0,121.38582045004064,4z2m
360,4Z2M_B,4Z2M_H,1428,3306,1375,15277.0,4.0,87.74926758395571,4z2m
361,5F0J_C,5F0J_A,4014,1406,1390,104658.0,11.0,584.2351208485303,5f0j
362,5F0J_C,5F0J_B,4014,1495,1442,184099.0,11.0,896.8221965131869,5f0j
363,5F0J_A,5F0J_B,1406,1495,1360,15597.0,2.0,72.56901705010556,5f0j
364,5FUG_D,5FUG_F,2342,861,845,17364.0,5.0,85.54743458632159,5fug
365,5FUG_K,5FUG_L,2122,832,736,10789.0,3.0,59.27816933579583,5fug
366,5LDD_C,5LDD_A,2830,1373,1345,146998.0,24.0,416.94347023787276,5ldd
367,5LDD_C,5LDD_B,2830,1227,1215,104620.0,24.0,317.26765075316473,5ldd
368,5LDD_A,5LDD_B,1373,1227,1138,3904.0,1.0,18.14269294775463,5ldd
369,5MSM_B,5MSM_A,1187,1237,1085,1905.0,1.0,2.446906539036501,5msm
370,5MSM_F,5MSM_D,926,1237,876,1556.0,1.0,4.290818768755334,5msm
371,5MSM_C,5MSM_B,902,1187,818,1487.0,1.0,5.707398729775176,5msm
372,5T59_B,5T59_A,754,987,708,1043.0,1.0,1.4411673866809152,5t59
373,5T59_E,5T59_F,752,447,382,486.0,1.0,0.8587185507541348,5t59
374,5T59_A,5T59_C,987,480,454,576.0,1.0,0.8489639436401069,5t59
375,5T5W_A,5T5W_C,615,82,80,16467.0,134.0,227.61098632041032,5t5w
376,5T5W_B,5T5W_C,192,82,80,6572.0,58.5,94.30550090000051,5t5w
377,5VK3_A,5VK3_B,3465,5485,1965,1058288.0,152.0,2946.11686291072,5vk3
378,1A0R_B,1A0R_P,3184,22765,2916,541176.0,45.0,858.3275524542313,1a0r
379,1A0R_B,1A0R_G,3184,723,678,136969.0,34.0,552.2617917736162,1a0r
380,1EEX_L,1EEX_E,734,736,712,10041.0,2.0,132.4497865180044,1eex
381,1EEX_L,1EEX_M,734,723,708,4460.0,1.0,50.195191316691115,1eex
382,1GOT_B,1GOT_A,3184,2516,1733,1706921.0,220.0,7797.307142020894,1got
383,1IKN_D,1IKN_A,8080,457,391,348727.0,180.0,2279.8305383141087,1ikn
384,1JSU_A,1JSU_B,9793,2832,1693,2571550.0,90.0,14614.329175275354,1jsu
385,1JSU_A,1JSU_C,9793,540,520,189756.0,75.0,1193.5226563839394,1jsu
386,1KIL_D,1KIL_A,1529,1653,1475,79697.0,20.0,143.1496254128736,1kil
387,1KIL_A,1KIL_E,1653,345,343,8215.0,12.0,39.14018154993799,1kil
388,1KQF_A,1KQF_B,13441,14080,9870,2212337.0,6.0,8400.520583014204,1kqf
389,1KQF_C,1KQF_B,9866,14080,7251,808569.0,6.0,4180.379828680795,1kqf
390,1L1O_C,1L1O_B,2158,4867,1542,25909.0,2.0,114.07527798921193,1l1o
391,1L1O_D,1L1O_E,1279,4867,1225,4793.0,2.0,19.48537188382768,1l1o
392,1LQB_C,1LQB_B,704,1637,416,4289.0,4.0,22.651042045786447,1lqb
393,1W85_C,1W85_D,19637,20438,18458,1868099.0,6.0,3720.430412245699,1w85
394,1W85_I,1W85_B,15522,20438,13619,1026599.0,5.0,2163.9440629000933,1w85
395,1WA5_A,1WA5_C,2893,1604,1553,1210613.0,216.0,3321.610727924579,1wa5
396,1WA5_B,1WA5_C,2542,1604,1524,1748999.0,99.0,8128.455074239046,1wa5
397,1YAR_C,1YAR_S,15005,325,323,25849.0,19.0,336.16102929058087,1yar
398,2A40_D,2A40_F,11202,372,372,87738.0,39.5,1906.2291593511152,2a40
399,2A40_A,2A40_B,11202,17562,3983,381737.0,6.0,890.9386904815965,2a40
400,2AZE_C,2AZE_B,143,657,136,2089.0,9.0,20.91286994473163,2aze
401,2BL0_B,2BL0_A,6153,1136,1100,551909.0,16.0,2650.187327172669,2bl0
402,2BL0_A,2BL0_C,1136,5876,1100,551382.0,16.0,2619.6853186638923,2bl0
403,2BS2_C,2BS2_B,5851,18948,5781,189541.0,3.0,774.8991155240428,2bs2
404,2D1K_A,2D1K_C,11204,1030,1023,118355.0,22.0,972.6307661525503,2d1k
405,2IVF_A,2IVF_B,13347,13826,9991,3686395.0,6.0,18687.62671314219,2ivf
406,2IVF_C,2IVF_B,1002,13826,815,45057.0,5.0,523.2774369514054,2ivf
407,2IZO_C,2IZO_A,16293,22257,15220,241260.0,1.0,438.38900219037725,2izo
408,2IZV_A,2IZV_C,826,1628,470,206440.0,120.0,1350.558042468056,2izv
409,2P58_A,2P58_C,92,149,87,266.0,1.0,7.184524111515277,2p58
410,2P58_B,2P58_C,175,149,131,435.0,1.0,11.313888766307292,2p58
411,2PU9_C,2PU9_A,22000,1480,1362,23307.0,2.0,150.9106469318764,2pu9
412,2PU9_B,2PU9_A,480,1480,460,908.0,1.0,7.720341138627642,2pu9
413,2QTV_B,2QTV_D,13879,142,140,2233.0,14.0,9.493098997241553,2qtv
414,2QTV_B,2QTV_A,13879,1942,1562,418317.0,56.0,1919.5668925325836,2qtv
415,2VE7_D,2VE7_B,1237,1401,1189,5036.0,2.0,19.206330919308353,2ve7
416,2VPG_A,2VPG_B,1278,284,282,6128.0,9.0,46.022871192518814,2vpg
417,2VPZ_A,2VPZ_B,13652,14896,10675,3357222.0,6.0,14860.947478975431,2vpz
418,2VPZ_F,2VPZ_G,14896,4964,4828,599212.0,4.0,3086.3311123746503,2vpz
419,2WZP_H,2WZP_P,223,216,159,260.0,1.0,4.148836896414955,2wzp
420,2WZP_Q,2WZP_R,216,156,156,197.0,1.0,2.1156079913142123,2wzp
421,3BOW_C,3BOW_B,155,5857,151,277134.0,276.0,4399.491044540151,3bow
422,3CI0_I,3CI0_J,3344,3104,2696,29029.0,1.0,230.58674930325589,3ci0
423,3CI0_K,3CI0_J,9619,3104,3061,53620.0,1.0,370.4635266131557,3ci0
424,3DCG_E,3DCG_D,91,1633,0,0.0,,,3dcg
425,3GJX_D,3GJX_E,1953,730,714,40856.0,16.0,450.7616508503483,3gjx
426,3KYD_B,3KYD_D,19187,1546,1490,112785.0,24.0,318.4116284606417,3kyd
427,3NMU_F,3NMU_A,19371,2454,2303,100854.0,6.0,1080.4369600575988,3nmu
428,3NMU_C,3NMU_B,8635,2454,2320,152105.0,12.0,1361.1062623104215,3nmu
429,3OVU_C,3OVU_B,9529,47,40,10911.0,4.0,1656.7490227475616,3ovu
430,3OVU_C,3OVU_A,9529,60,60,1834.0,17.0,56.51441310753293,3ovu
431,3R45_A,3R45_C,25068,72,70,1557.0,14.0,18.20630637544954,3r45
432,3RFZ_F,3RFZ_E,2960,3660,2869,4271426.0,6.0,66222.31576020518,3rfz
433,3RFZ_D,3RFZ_E,2074,3660,1970,7066965.0,28.0,132646.83190115695,3rfz
434,3T5V_B,3T5V_C,1870,1147,1119,6969.0,3.0,13.561592526331461,3t5v
435,3T5V_E,3T5V_D,1870,1515,1455,33251.0,9.0,188.2152027871195,3t5v
436,3TIX_B,3TIX_A,21,1506,21,95.0,4.0,1.7893613550529464,3tix
437,3TJZ_C,3TJZ_B,1614,1621,1519,178711.0,33.0,629.9667939968409,3tjz
438,3TJZ_A,3TJZ_B,4278,1621,1533,739321.0,126.0,2106.6205520833205,3tjz
439,3TU5_A,3TU5_B,11222,1156,1134,582611.0,35.5,7084.97716954754,3tu5
440,3U52_A,3U52_E,2067,543,538,14717.0,2.0,513.3316123345861,3u52
441,3V5W_A,3V5W_B,8578,3184,2436,2357246.0,80.0,6010.919735966597,3v5w
442,3W1S_A,3W1S_C,1366,1256,1146,2702.0,1.0,4.865495915861566,3w1s
443,3W1S_A,3W1S_B,1366,1,1,1.0,1.0,0.0,3w1s
444,3WYG_D,3WYG_C,112,1975,112,3927.0,23.5,37.51244585134379,3wyg
445,3ZKJ_E,3ZKJ_D,1628,7010,1338,326582.0,30.0,1430.1366150252093,3zkj
446,4B0M_M,4B0M_B,3199,14,7,3129.0,22.0,909.0024359546176,4b0m
447,4BV4_R,4BV4_M,2498,140,138,217441.0,280.0,13353.24211540782,4bv4
448,4GIZ_C,4GIZ_B,431,11855,5,749.0,27.0,261.27640536412775,4giz
449,4GIZ_D,4GIZ_B,431,11855,5,749.0,27.0,261.27640536412775,4giz
450,4GQB_B,4GQB_A,3266,18290,2838,717205.0,45.0,2108.3616449911906,4gqb
451,4H62_Q,4H62_K,438,0,0,0.0,,,4h62
452,4H62_V,4H62_Q,11,438,9,9.0,1.0,0.0,4h62
453,4HI0_A,4HI0_E,7518,17618,7471,183013.0,4.0,697.179193576201,4hi0
454,4HI0_A,4HI0_B,7518,7444,7262,87433.0,1.0,636.2850146517732,4hi0
455,4HKJ_P,4HKJ_N,37,837,7,11.0,1.0,0.9035079029052512,4hkj
456,4I6J_A,4I6J_B,12682,1843,1385,643870.0,44.0,2595.61295274773,4i6j
457,4II2_B,4II2_A,2731,17112,1865,933218.0,91.0,4056.7562339713922,4ii2
458,4II2_C,4II2_A,2204,17112,1750,692215.0,140.0,1829.380906188356,4ii2
459,4KP3_B,4KP3_F,1358,0,0,0.0,,,4kp3
460,4KP3_A,4KP3_C,1358,341,330,11873.0,6.0,130.75270263751958,4kp3
461,4OWT_A,4OWT_C,569,237,211,615.0,1.0,6.346422829043631,4owt
462,4OWT_B,4OWT_A,1007,569,510,2343.0,2.0,12.835534495691276,4owt
463,4PKG_A,4PKG_G,11203,1174,1144,624671.0,38.5,7299.0258502640345,4pkg
464,4PSW_C,4PSW_A,2438,2059,1280,7119.0,2.0,37.524774360359565,4psw
465,4PSW_C,4PSW_B,2438,3003,1478,182638.0,44.0,632.0722711160482,4psw
466,4QXF_B,4QXF_E,2815,573,513,893353.0,210.0,5444.146503302523,4qxf
467,4U4C_B,4U4C_A,86,17835,83,990.0,8.0,12.861433085967604,4u4c
468,4U4C_A,4U4C_B,17835,86,83,990.0,8.0,12.861433085967604,4u4c
469,4UEL_B,4UEL_A,2745,1796,1468,440780.0,64.0,3063.1529042818183,4uel
470,4UEL_A,4UEL_C,1796,1237,1187,14419.0,4.0,112.62353210083096,4uel
471,4W4L_B,4W4L_A,622,523,423,1305116.0,22.0,23822.5681244045,4w4l
472,4W4L_B,4W4L_C,622,630,603,111279.0,27.0,1136.533453678079,4w4l
473,5AWW_Y,5AWW_G,23155,18749,18123,165818.0,1.0,290.52316575771124,5aww
474,5AWW_Y,5AWW_E,23155,18745,18229,132828.0,1.0,218.17994378114327,5aww
475,5EXE_B,5EXE_C,12651,17549,10885,1341914.0,7.0,4305.353711604206,5exe
476,5EXE_B,5EXE_A,12651,18382,11117,1453250.0,6.0,5244.475633009255,5exe
477,5FQ8_B,5FQ8_G,4977,1717,375,47061.0,18.0,1066.9231671730943,5fq8
478,5FQ8_D,5FQ8_E,4978,191,189,17163.0,45.0,195.37321688898663,5fq8
479,5FQD_F,5FQD_E,7349,16884,4675,644231.0,3.0,3467.203636286008,5fqd
480,5FQD_B,5FQD_A,16948,1539,1236,47579.0,10.0,290.64747071546606,5fqd
481,5H6Q_B,5H6Q_A,1230,12133,1135,103690.0,12.0,392.1730496445066,5h6q
482,5IJ7_F,5IJ7_B,3147,5669,1924,1230972.0,172.5,3386.4401873182605,5ij7
483,5L9W_A,5L9W_C,6729,905,889,37139.0,2.0,679.5111129276507,5l9w
484,5LQF_A,5LQF_C,10284,1303,1290,87722.0,18.0,202.58651515248317,5lqf
485,5LQF_D,5LQF_E,10264,3011,1698,2565922.0,88.0,14227.354267951772,5lqf
486,5T70_G,5T70_A,664,822,202,135563046.0,1529.0,8517440.684330141,5t70
487,5V3N_B,5V3N_A,0,492,0,0.0,,,5v3n
488,5X3X_m,5X3X_q,5810,10614,4251,30199.0,3.0,71.46606046807794,5x3x
489,1A9X_B,1A9X_A,23688,27136,20165,1291805.0,4.0,2425.8405194782736,1a9x
490,1AN1_I,1AN1_E,1558,3894,710,7049055.0,163.0,200676.4538910019,1an1
491,1AVW_A,1AVW_B,3879,226,3,25.0,10.0,5.436502143433364,1avw
492,1AWC_A,1AWC_B,656,9150,441,705475.0,252.0,3799.770791980143,1awc
493,1BH9_A,1BH9_B,1288,1273,1184,3074.0,2.0,7.0891418476204136,1bh9
494,1BML_B,1BML_D,4120,101,1,2.0,2.0,0.0,1bml
495,1BOU_B,1BOU_A,11511,1369,1319,42234.0,3.0,558.1448011225078,1bou
496,1C9B_N,1C9B_M,2841,3022,2556,734677.0,18.0,10824.667150753647,1c9b
497,1CCW_C,1CCW_D,16227,3485,3394,344364.0,5.0,2469.030545564116,1ccw
498,1CI6_A,1CI6_B,1338,401,376,19248.0,8.0,119.06421712634516,1ci6
499,1D2Z_A,1D2Z_B,473,348,346,18210.0,7.5,512.8947560395105,1d2z
500,1DCE_B,1DCE_A,5192,4984,2207,1267185.0,80.0,3876.702573186115,1dce
501,1DHK_A,1DHK_B,15469,1627,1267,97337.0,5.0,628.828108576269,1dhk
502,1DML_F,1DML_E,61,51,49,18412.0,1.0,1947.8870345091018,1dml
503,1DOW_B,1DOW_A,387,445,339,17836.0,6.0,554.2637689742894,1dow
504,1DP5_A,1DP5_B,2068,11,11,72.0,7.0,2.061051645228116,1dp5
505,1DS6_A,1DS6_B,2807,1307,1281,189128.0,29.0,488.9843117685642,1ds6
506,1DX5_N,1DX5_J,4141,1111,534,25320223.0,2442.0,760365.9919987938,1dx5
507,1E6E_B,1E6E_A,15356,17901,12988,578150.0,6.0,1169.6347815470415,1e6e
508,1EAI_B,1EAI_D,4227,477,432,805568.0,361.5,4472.479180065344,1eai
509,1EGJ_L,1EGJ_A,811,565,408,3632979.0,132.5,40095.87035707376,1egj
510,1EM8_D,1EM8_C,1320,6847,1300,5317.0,1.0,30.521473777300827,1em8
511,1ES7_A,1ES7_B,1793,427,418,113850.0,27.5,927.3419844544712,1es7
512,1EUV_A,1EUV_B,1876,1549,1448,153391.0,10.0,700.1783624884524,1euv
513,1EXB_A,1EXB_E,15053,1589,717,102330.0,12.0,505.76034513621244,1exb
514,1F3U_E,1F3U_F,1236,1151,1084,3012.0,1.0,10.45879560053975,1f3u
515,1FI8_B,1FI8_E,4110,1480,90,562.0,2.0,12.216847302994802,1fi8
516,1FM0_E,1FM0_D,13554,14819,12877,350201.0,2.0,817.4025785297058,1fm0
517,1FOE_B,1FOE_A,2810,1358,1292,4631489.0,210.0,21764.5072507644,1foe
518,1FS0_G,1FS0_E,20000,26589,19036,167931.0,1.0,247.5729059926619,1fs0
519,1FXK_A,1FXK_C,2362,2508,2211,44126.0,2.0,662.3103696771072,1fxk
520,1FYH_A,1FYH_B,225,421,139,12159.0,30.0,200.1416523881301,1fyh
521,1G1X_C,1G1X_A,25143,21085,20340,129948.0,1.0,222.2933432527527,1g1x
522,1G4U_R,1G4U_S,2814,6290,1809,3979777.0,96.0,11816.986852789423,1g4u
523,1G8K_B,1G8K_A,15981,13401,10787,4610503.0,9.0,32551.535951719216,1g8k
524,1GHQ_B,1GHQ_A,1088,9082,482,1672864.0,150.0,39956.66888236186,1ghq
525,1GL4_B,1GL4_A,2065,454,401,1239330.0,212.0,15470.171244690462,1gl4
526,1GLC_F,1GLC_G,9365,17380,7991,588112.0,5.0,2097.3103641852663,1glc
527,1GNG_A,1GNG_X,8796,141,141,11782.0,41.0,130.15339388715552,1gng
528,1GO3_E,1GO3_F,20582,1809,1542,34207.0,1.0,740.4004687502277,1go3
529,1GO4_B,1GO4_F,1427,512,501,3456.0,2.0,20.935210786259997,1go4
530,1GVN_D,1GVN_C,20604,108,106,2777.0,5.0,107.09706581355988,1gvn
531,1GZS_A,1GZS_B,2760,130,1,1.0,1.0,0.0,1gzs
532,1H2S_B,1H2S_A,0,2187,0,0.0,,,1h2s
533,1H2T_Z,1H2T_C,7563,1417,1388,138231.0,26.5,984.1157010591679,1h2t
534,1H3O_B,1H3O_A,1273,369,332,1645.0,2.0,15.6095354593433,1h3o
535,1H59_A,1H59_B,752,185,162,8490.0,20.0,90.8819988936648,1h59
536,1H9D_C,1H9D_D,424,404,320,3608.0,4.0,32.28156401105745,1h9d
537,1H9H_E,1H9H_I,3879,22,1,164.0,164.0,0.0,1h9h
538,1HFE_S,1HFE_L,2495,14895,2494,98319.0,10.0,340.82469820058736,1hfe
539,1I1R_A,1I1R_B,1994,210,171,155042.0,276.0,1724.3881181246534,1i1r
540,1I4D_D,1I4D_A,2810,734,732,299079.0,77.0,1332.7188583537986,1i4d
541,1I7Q_D,1I7Q_C,21165,18622,18010,1199795.0,6.0,2138.2205133780394,1i7q
542,1I7W_D,1I7W_C,398,2016,363,619271.0,150.0,4864.538591723982,1i7w
543,1IAR_A,1IAR_B,170,395,127,12749.0,36.0,187.57784933967847,1iar
544,1IK9_C,1IK9_A,721,886,626,920.0,1.0,1.5936792696495463,1ik9
545,1IS8_H,1IS8_S,16529,272,251,913.0,2.0,8.191436585798206,1is8
546,1J2J_A,1J2J_B,8857,752,748,109273.0,27.0,461.0513841344642,1j2j
547,1JMU_I,1JMU_F,41,47,28,15464.0,1.0,2737.778333627767,1jmu
548,1JNR_A,1JNR_B,19440,15007,13282,880368.0,4.0,1854.2693332591775,1jnr
549,1JQL_A,1JQL_B,20692,14517,14083,157839.0,1.0,340.13206540684496,1jql
550,1JR3_E,1JR3_B,23389,22836,22664,1267971.0,4.0,1970.3573094135934,1jr3
551,1JW9_B,1JW9_D,19169,14819,13988,744366.0,3.0,1664.434271823223,1jw9
552,1KA9_H,1KA9_F,19725,20435,18070,795612.0,4.0,1181.3069676729124,1ka9
553,1KKM_I,1KKM_A,14107,18792,13111,329980.0,4.0,481.4551013131571,1kkm
554,1KMI_Y,1KMI_Z,15235,4386,4064,61958.0,4.0,125.3445693008573,1kmi
555,1KPS_C,1KPS_D,2202,304,302,31773.0,33.0,292.76258863345896,1kps
556,1KXP_A,1KXP_D,11874,221,155,108656.0,234.0,1551.6876493833092,1kxp
557,1L0O_C,1L0O_B,20155,12959,12128,954117.0,6.0,2133.3157795529983,1l0o
558,1LDJ_A,1LDJ_B,1676,1985,1546,988774.0,85.0,2883.9269358311494,1ldj
559,1LQV_C,1LQV_A,0,587,0,0.0,,,1lqv
560,1LRW_A,1LRW_B,10343,172,171,3760.0,8.0,101.12900615845876,1lrw
561,1LTS_C,1LTS_E,33,22,16,1705.0,1.0,267.01380318955415,1lts
562,1M1E_A,1M1E_B,2031,283,277,48436.0,60.0,275.5886480257648,1m1e
563,1MNM_C,1MNM_B,2890,2592,1451,2095372.0,18.0,7772.639985290914,1mnm
564,1MQS_A,1MQS_B,1579,0,0,0.0,,,1mqs
565,1N2D_C,1N2D_A,968,6286,956,176024.0,23.0,760.21662496946,1n2d
566,1N6J_A,1N6J_G,2579,24,24,1231.0,24.0,60.45279092445241,1n6j
567,1NBW_B,1NBW_A,726,17080,713,19412.0,6.0,221.9082503921194,1nbw
568,1NF3_B,1NF3_D,2757,770,503,7244959.0,2091.0,49850.0954285354,1nf3
569,1NPE_B,1NPE_A,954,8238,496,12129381.0,1680.0,345064.0604764943,1npe
570,1NRJ_A,1NRJ_B,1155,18578,1146,16303.0,6.0,123.27705592500078,1nrj
571,1NU7_F,1NU7_H,4141,50,1,19.0,19.0,0.0,1nu7
572,1O6O_C,1O6O_E,3299,0,0,0.0,,,1o6o
573,1OAO_B,1OAO_C,4636,751,648,24813.0,3.0,732.3979744762918,1oao
574,1OF5_A,1OF5_B,1489,1050,1047,7731.0,5.0,14.043650413404126,1of5
575,1OFH_A,1OFH_G,20972,14937,13837,365737.0,3.0,820.9473471036197,1ofh
576,1OQE_I,1OQE_Q,504,88,88,2224.0,16.0,41.97827557004588,1oqe
577,1OR7_F,1OR7_B,4049,15123,4015,59993.0,2.0,335.0927785854129,1or7
578,1ORY_B,1ORY_A,9030,7425,7140,92655.0,2.0,242.62465887913157,1ory
579,1OTC_A,1OTC_B,935,5,5,81.0,16.0,12.905812643921342,1otc
580,1OW3_B,1OW3_A,2819,1678,1549,4010780.0,220.0,13712.752568525106,1ow3
581,1P3Q_V,1P3Q_R,2745,950,944,57468.0,19.0,175.5433144245471,1p3q
582,1PBY_C,1PBY_A,399,4611,392,20174.0,1.0,921.31363001257,1pby
583,1PG5_A,1PG5_B,21113,3747,3706,92400.0,2.0,915.5023857004824,1pg5
584,1PQ1_A,1PQ1_B,526,96,96,4934.0,24.0,64.15662462005689,1pq1
585,1PXV_B,1PXV_D,374,36,34,1077.0,2.0,163.73449106408162,1pxv
586,1QGK_B,1QGK_A,1408,2912,1401,397854.0,31.0,3991.537057618215,1qgk
587,1QS0_A,1QS0_B,19710,20585,18438,1864793.0,6.0,3697.779424352591,1qs0
588,1QZ7_A,1QZ7_B,2008,159,156,44790.0,108.0,525.331482183935,1qz7
589,1R0R_I,1R0R_E,1552,13943,963,135224.0,7.0,1865.3425306102936,1r0r
590,1R4A_A,1R4A_E,8882,298,298,33133.0,50.5,400.60646495247977,1r4a
591,1R6O_B,1R6O_D,19967,12453,11822,251412.0,3.0,624.7236514868277,1r6o
592,1RP3_F,1RP3_E,5969,18732,5915,86020.0,3.0,231.56734585679692,1rp3
593,1RZR_C,1RZR_T,11873,14106,10007,446814.0,6.0,1142.1370168854485,1rzr
594,1S64_F,1S64_E,4056,8234,2857,352749.0,12.0,2353.7399149998537,1s64
595,1S6C_B,1S6C_A,337,7079,334,78566.0,59.5,537.0184396375406,1s6c
596,1S6V_B,1S6V_C,13870,9463,7463,591597.0,6.0,2263.1256907577945,1s6v
597,1S70_A,1S70_B,16933,8947,7737,2249533.0,6.0,6909.831474679677,1s70
598,1SBW_A,1SBW_I,3845,82,1,1.0,1.0,0.0,1sbw
599,1SKR_B,1SKR_A,22018,23229,19779,878296.0,4.0,1362.2619943101672,1skr
600,1SQ2_L,1SQ2_N,5031,763,316,409663.0,178.0,3940.972293752264,1sq2
601,1T0F_A,1T0F_C,3451,480,465,3180.0,2.0,48.48112154975546,1t0f
602,1T0P_A,1T0P_B,14557,112,112,109749.0,456.0,1663.871598324551,1t0p
603,1T6G_D,1T6G_B,1319,1957,363,16971.0,33.0,69.28246344429613,1t6g
604,1TAF_A,1TAF_B,1777,2357,1681,9777.0,2.0,33.08682177337484,1taf
605,1TBR_S,1TBR_K,1520,4449,704,7822966.0,222.0,203697.81670979087,1tbr
606,1TH8_B,1TH8_A,15261,14499,11218,1383630.0,7.0,5527.53604971336,1th8
607,1TII_C,1TII_E,33,5,5,472.0,1.0,186.8,1tii
608,1TTW_A,1TTW_B,1015,9,9,114.0,4.0,15.355057075041364,1ttw
609,1TY4_A,1TY4_C,495,8,7,26.0,3.0,3.614031611621004,1ty4
610,1U2G_B,1U2G_C,19407,9937,9804,322951.0,3.0,865.4945853389412,1u2g
611,1UB4_A,1UB4_C,9144,8173,4957,191066.0,3.0,1541.1401355359542,1ub4
