name,JHparams,lenA,lenB,msa,msaA,msaB,cdhit,dockQ,fnat,iRMS,LRMS,fnonnat,mm,tmA,tmB,long,med,longPPV,medPPV,longA,medA,longPPVA,medPPVA,longB,medB,longPPVB,medPPVB,short,shortPPV,shortA,shortPPVA,shortB,shortPPVB,shortpdb,medpdb,longpdb,avprob,longMODEL,medMODEL,longPPVMODEL,medPPVMODEL,longAMODEL,medAMODEL,longPPVAMODEL,medPPVAMODEL,longBMODEL,medBMODEL,longPPVBMODEL,medPPVBMODEL,shortMODEL,shortPPVMODEL,shortAMODEL,shortPPVAMODEL,shortBMODEL,shortPPVBMODEL,shortpdbMODEL,medpdbMODEL,longpdbMODEL,avprobMODEL,evalue,seqid,hhprob,hhevalue,hhscore,PconsDock,MMdock,shortMCC,medMCC,longMCC,shortF1,medF1,longF1,shortMCCMODEL,medMCCMODEL,longMCCMODEL,shortF1MODEL,medF1MODEL,longF1MODEL,rank,pcd,mmd
1yu6_u1_A-1yu6_u2_A,AF2-smallbsd,275,52,587,54420,15186,349,0.011,0.000,18.637,51.108,1.000,0.83618,0.99082,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.6426,0.758384,0
1yu6_u1_A-1yu6_u2_A,AF2-smallbsd,275,52,587,54420,15186,349,0.781,0.750,0.991,2.872,0.239,0.97157,0.99094,0.93827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.2104,0.674384,0
1yu6_u1_A-1yu6_u2_A,AF2-smallbsd,275,52,587,54420,15186,349,0.011,0.000,18.527,50.692,1.000,0.83636,0.99106,0.97070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.7364,0.764302,0
1yvb_u1_A-1yvb_u2_A,AF2-smallbsd,237,109,482,19991,6004,357,0.651,0.667,1.176,6.011,0.217,0.93388,0.98100,0.87084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,33.333,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.7952,0.75043,1
1yvb_u1_A-1yvb_u2_A,AF2-smallbsd,237,109,482,19991,6004,357,0.054,0.019,9.877,23.052,0.950,0.73796,0.98186,0.87107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,33.333,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.2668,0.607822,1
1yvb_u1_A-1yvb_u2_A,AF2-smallbsd,237,109,482,19991,6004,357,0.661,0.667,1.112,5.949,0.217,0.93588,0.98225,0.87141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,33.333,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.8068,0.751216,1
1yvb_u1_A-1yvb_u2_A,AF2-smallbsd,237,109,482,19991,6004,357,0.674,0.685,1.100,5.747,0.178,0.93797,0.98059,0.87199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,33.333,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.7998,0.750676,1
1yvb_u1_A-1yvb_u2_A,AF2-smallbsd,237,109,482,19991,6004,357,0.684,0.722,1.105,5.817,0.220,0.93744,0.98163,0.87248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,33.333,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.813,0.751192,1
1z5y_u1_A-1z5y_u2_A,AF2-smallbsd,150,122,2149,132152,2928,2113,0.499,0.556,2.615,5.631,0.444,0.89648,0.97835,0.94459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9708,0.798972,2
1z5y_u1_A-1z5y_u2_A,AF2-smallbsd,150,122,2149,132152,2928,2113,0.519,0.593,2.574,5.437,0.484,0.90524,0.98238,0.94507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9946,0.79829,2
1z5y_u1_A-1z5y_u2_A,AF2-smallbsd,150,122,2149,132152,2928,2113,0.495,0.556,2.640,5.739,0.455,0.89322,0.97859,0.94396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9752,0.798948,2
1z5y_u1_A-1z5y_u2_A,AF2-smallbsd,150,122,2149,132152,2928,2113,0.505,0.574,2.636,5.614,0.466,0.89665,0.98182,0.94526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9864,0.798662,2
1z5y_u1_A-1z5y_u2_A,AF2-smallbsd,150,122,2149,132152,2928,2113,0.514,0.593,2.587,5.608,0.458,0.89888,0.97852,0.94507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9916,0.799044,2
1zlh_u1_A-1zlh_u2_A,AF2-smallbsd,306,76,267,21808,8329,242,0.044,0.035,15.681,27.418,0.922,0.82723,0.99377,0.50093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25.000,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.2816,0.677014,0
1zlh_u1_A-1zlh_u2_A,AF2-smallbsd,306,76,267,21808,8329,242,0.032,0.000,15.065,27.865,1.000,0.81828,0.99399,0.45447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25.000,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.2922,0.684434,0
1zlh_u1_A-1zlh_u2_A,AF2-smallbsd,306,76,267,21808,8329,242,0.036,0.000,14.487,25.756,1.000,0.82578,0.99389,0.50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25.000,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.2802,0.67672,0
1zlh_u1_A-1zlh_u2_A,AF2-smallbsd,306,76,267,21808,8329,242,0.035,0.000,14.765,26.213,1.000,0.81643,0.99398,0.58157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25.000,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.2988,0.693654,0
1zlh_u1_A-1zlh_u2_A,AF2-smallbsd,306,76,267,21808,8329,242,0.192,0.035,4.655,9.470,0.500,0.87092,0.99407,0.52019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25.000,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.2288,0.666518,0
2a41_u1_A-2a41_u2_A,AF2-smallbsd,373,259,7970,72936,56940,5833,0.009,0.000,18.647,59.876,1.000,0.57483,0.96000,0.98942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,30.435,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.4758,0.667964,2
2a41_u1_A-2a41_u2_A,AF2-smallbsd,373,259,7970,72936,56940,5833,0.009,0.000,16.988,61.181,1.000,0.57167,0.95020,0.98854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,30.435,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.5032,0.665162,2
2a41_u1_A-2a41_u2_A,AF2-smallbsd,373,259,7970,72936,56940,5833,0.009,0.000,17.779,60.905,1.000,0.57123,0.95095,0.98837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,30.435,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.5502,0.68277,2
2a41_u1_A-2a41_u2_A,AF2-smallbsd,373,259,7970,72936,56940,5833,0.006,0.000,24.540,67.563,1.000,0.57187,0.95430,0.98850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,30.435,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.2684,0.578558,2
2a41_u1_A-2a41_u2_A,AF2-smallbsd,373,259,7970,72936,56940,5833,0.008,0.000,20.071,60.759,1.000,0.57153,0.95339,0.98890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,30.435,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.3834,0.629634,2
2a5d_u1_A-2a5d_u2_A,AF2-smallbsd,225,165,102,985,328081,101,0.010,0.000,17.886,54.509,1.000,0.49732,0.83167,0.98727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,42.857,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.5856,0.64877,0
2a5d_u1_A-2a5d_u2_A,AF2-smallbsd,225,165,102,985,328081,101,0.010,0.000,18.048,54.910,1.000,0.49642,0.83052,0.98547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,42.857,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.5948,0.648094,0
2a5d_u1_A-2a5d_u2_A,AF2-smallbsd,225,165,102,985,328081,101,0.078,0.015,9.578,17.192,0.918,0.83480,0.76165,0.98672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,42.857,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.2128,0.39654,0
2a5d_u1_A-2a5d_u2_A,AF2-smallbsd,225,165,102,985,328081,101,0.010,0.000,17.703,55.326,1.000,0.51062,0.85706,0.98602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,42.857,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.4986,0.61965,0
2a5d_u1_A-2a5d_u2_A,AF2-smallbsd,225,165,102,985,328081,101,0.011,0.000,18.176,51.932,1.000,0.48228,0.80466,0.98617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,42.857,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.4452,0.575842,0
2a9k_u1_A-2a9k_u2_A,AF2-smallbsd,212,169,608,2163,322043,490,0.016,0.000,11.256,48.478,1.000,0.54233,0.96137,0.97229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22.581,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.5368,0.710908,0
2a9k_u1_A-2a9k_u2_A,AF2-smallbsd,212,169,608,2163,322043,490,0.016,0.000,11.366,48.363,1.000,0.54012,0.96107,0.97430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22.581,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.7094,0.767936,0
2a9k_u1_A-2a9k_u2_A,AF2-smallbsd,212,169,608,2163,322043,490,0.015,0.000,11.529,48.542,1.000,0.54099,0.96300,0.97112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22.581,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.6976,0.761592,0
2a9k_u1_A-2a9k_u2_A,AF2-smallbsd,212,169,608,2163,322043,490,0.015,0.000,11.813,49.279,1.000,0.54041,0.96256,0.97096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22.581,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.6832,0.749824,0
2a9k_u1_A-2a9k_u2_A,AF2-smallbsd,212,169,608,2163,322043,490,0.016,0.000,11.262,48.311,1.000,0.54027,0.96126,0.97456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22.581,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.654,0.75732,0
2abz_u1_A-2abz_u2_A,AF2-smallbsd,308,68,1,21812,0,1,0.067,0.016,6.645,21.268,0.857,0.84469,0.99255,0.33022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.4284,0.719986,0
2abz_u1_A-2abz_u2_A,AF2-smallbsd,308,68,1,21812,0,1,0.060,0.000,9.907,19.764,1.000,0.85545,0.99252,0.34180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.3494,0.70223,0
2abz_u1_A-2abz_u2_A,AF2-smallbsd,308,68,1,21812,0,1,0.055,0.016,7.545,23.895,0.909,0.84052,0.99255,0.27938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.4352,0.71638,0
2abz_u1_A-2abz_u2_A,AF2-smallbsd,308,68,1,21812,0,1,0.058,0.000,9.738,20.197,1.000,0.85047,0.99282,0.30213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.3806,0.704752,0
2abz_u1_A-2abz_u2_A,AF2-smallbsd,308,68,1,21812,0,1,0.052,0.000,7.324,23.512,1.000,0.84152,0.99260,0.37030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.392,0.722592,0
2aq3_u1_A-2aq3_u2_A,AF2-smallbsd,239,111,1,60,233507,1,0.027,0.031,13.297,42.745,0.947,0.66162,0.95741,0.96595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50.000,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.7692,0.775618,0
2aq3_u1_A-2aq3_u2_A,AF2-smallbsd,239,111,1,60,233507,1,0.017,0.000,13.715,42.273,1.000,0.66074,0.95597,0.96862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50.000,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.8934,0.78289,0
2aq3_u1_A-2aq3_u2_A,AF2-smallbsd,239,111,1,60,233507,1,0.017,0.000,13.354,42.443,1.000,0.16830,0.95745,0.96699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50.000,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.8604,0.787842,0
2aq3_u1_A-2aq3_u2_A,AF2-smallbsd,239,111,1,60,233507,1,0.017,0.000,13.458,42.312,1.000,0.16730,0.95885,0.96743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50.000,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.8946,0.790326,0
2aq3_u1_A-2aq3_u2_A,AF2-smallbsd,239,111,1,60,233507,1,0.017,0.000,13.731,42.478,1.000,0.66256,0.95936,0.96819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50.000,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.8908,0.78452,0
2b4s_u1_A-2b4s_u2_A,AF2-smallbsd,298,298,1109,565675,38771,752,0.026,0.000,20.265,30.358,1.000,0.56127,0.95821,0.96687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,28.205,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.5518,0.70908,0
2b4s_u1_A-2b4s_u2_A,AF2-smallbsd,298,298,1109,565675,38771,752,0.032,0.000,19.597,26.802,1.000,0.57893,0.96526,0.96693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,28.205,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.495,0.65568,0
2b4s_u1_A-2b4s_u2_A,AF2-smallbsd,298,298,1109,565675,38771,752,0.030,0.000,20.005,28.201,1.000,0.57598,0.95742,0.96695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,28.205,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.5424,0.722884,0
2b4s_u1_A-2b4s_u2_A,AF2-smallbsd,298,298,1109,565675,38771,752,0.026,0.000,19.934,30.509,1.000,0.56735,0.96570,0.96645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,28.205,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.4442,0.670406,0
2b4s_u1_A-2b4s_u2_A,AF2-smallbsd,298,298,1109,565675,38771,752,0.033,0.000,19.340,26.404,1.000,0.58393,0.96447,0.96430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,28.205,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.4882,0.717726,0
2bcg_u1_A-2bcg_u2_A,AF2-smallbsd,440,179,1415,218820,332716,612,0.039,0.040,13.429,32.726,0.862,0.76151,0.97606,0.93308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,40.000,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.385,0.656508,2
2bcg_u1_A-2bcg_u2_A,AF2-smallbsd,440,179,1415,218820,332716,612,0.365,0.190,2.477,6.412,0.406,0.91621,0.98113,0.93191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,40.000,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.5278,0.700122,2
2bcg_u1_A-2bcg_u2_A,AF2-smallbsd,440,179,1415,218820,332716,612,0.039,0.040,13.349,32.388,0.879,0.76400,0.98007,0.93598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,40.000,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.3924,0.660042,2
2bcg_u1_A-2bcg_u2_A,AF2-smallbsd,440,179,1415,218820,332716,612,0.355,0.180,2.409,6.864,0.455,0.91449,0.98112,0.93196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,40.000,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.5518,0.702334,2
2bcg_u1_A-2bcg_u2_A,AF2-smallbsd,440,179,1415,218820,332716,612,0.355,0.160,2.495,6.371,0.484,0.92533,0.97975,0.93297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,40.000,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.498,0.698786,2
2bcn_u1_A-2bcn_u2_A,AF2-smallbsd,292,108,585,30322,32589,468,0.034,0.000,13.261,26.899,1.000,0.76882,0.99451,0.97499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42.857,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.97,0.798852,0
2bcn_u1_A-2bcn_u2_A,AF2-smallbsd,292,108,585,30322,32589,468,0.034,0.000,13.206,26.960,1.000,0.76640,0.99481,0.97495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42.857,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9942,0.799286,0
2bcn_u1_A-2bcn_u2_A,AF2-smallbsd,292,108,585,30322,32589,468,0.035,0.000,13.217,26.884,1.000,0.77004,0.99505,0.97482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42.857,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.983,0.799536,0
2bcn_u1_A-2bcn_u2_A,AF2-smallbsd,292,108,585,30322,32589,468,0.035,0.000,13.217,26.680,1.000,0.76821,0.99500,0.97489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42.857,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9824,0.799254,0
2bcn_u1_A-2bcn_u2_A,AF2-smallbsd,292,108,585,30322,32589,468,0.034,0.000,13.298,27.110,1.000,0.76574,0.99485,0.97554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42.857,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9816,0.799408,0
2bku_u1_A-2bku_u2_A,AF2-smallbsd,862,203,1197,121471,215152,632,0.072,0.080,13.306,22.539,0.564,0.84256,0.84655,0.58850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,50.000,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.7578,0.757036,0
