name,JHparams,lenA,lenB,msa,msaA,msaB,cdhit,dockQ,fnat,iRMS,LRMS,fnonnat,mm,tmA,tmB,long,med,longPPV,medPPV,longA,medA,longPPVA,medPPVA,longB,medB,longPPVB,medPPVB,short,shortPPV,shortA,shortPPVA,shortB,shortPPVB,shortpdb,medpdb,longpdb,avprob,longMODEL,medMODEL,longPPVMODEL,medPPVMODEL,longAMODEL,medAMODEL,longPPVAMODEL,medPPVAMODEL,longBMODEL,medBMODEL,longPPVBMODEL,medPPVBMODEL,shortMODEL,shortPPVMODEL,shortAMODEL,shortPPVAMODEL,shortBMODEL,shortPPVBMODEL,shortpdbMODEL,medpdbMODEL,longpdbMODEL,avprobMODEL,evalue,seqid,hhprob,hhevalue,hhscore,PconsDock,MMdock,shortMCC,medMCC,longMCC,shortF1,medF1,longF1,shortMCCMODEL,medMCCMODEL,longMCCMODEL,shortF1MODEL,medF1MODEL,longF1MODEL,rank,pcd,mmd
2BO9_A-2BO9_B,AF2-marks,307,218,0,0,0,0,0.615,0.636,2.513,2.050,0.892,0.98341,0.98736,0.98988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9684,0.798888,x
2BRQ_A-2BRQ_C,AF2-marks,95,14,0,0,0,0,0.937,0.917,0.484,0.959,0.585,0.94872,0.94145,0.60957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9964,0.799934,x
2BRQ_A-2BRQ_C,AF2-marks,95,14,0,0,0,0,0.938,0.917,0.478,0.929,0.585,0.94879,0.94118,0.61266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9964,0.79992,x
2BRQ_A-2BRQ_C,AF2-marks,95,14,0,0,0,0,0.950,0.958,0.490,0.969,0.582,0.94868,0.94155,0.60719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,1,0.799908,x
2BRQ_A-2BRQ_C,AF2-marks,95,14,0,0,0,0,0.953,0.958,0.470,0.901,0.574,0.94951,0.94179,0.62902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9988,0.799912,x
2BRQ_A-2BRQ_C,AF2-marks,95,14,0,0,0,0,0.938,0.917,0.473,0.929,0.585,0.94920,0.94162,0.61586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9964,0.799926,x
2BS2_C-2BS2_B,AF2-marks,255,240,0,0,0,0,0.823,1.000,1.441,1.982,0.935,0.94359,0.89287,0.97633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9376,0.783202,x
2BS2_C-2BS2_B,AF2-marks,255,240,0,0,0,0,0.798,1.000,1.483,3.000,0.936,0.94326,0.89330,0.97560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9606,0.782088,x
2BS2_C-2BS2_B,AF2-marks,255,240,0,0,0,0,0.828,1.000,1.415,1.873,0.933,0.94342,0.89453,0.97506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9142,0.783112,x
2BS2_C-2BS2_B,AF2-marks,255,240,0,0,0,0,0.822,1.000,1.365,2.544,0.935,0.95737,0.92537,0.97703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9144,0.778748,x
2BS2_C-2BS2_B,AF2-marks,255,240,0,0,0,0,0.771,1.000,1.439,4.338,0.934,0.95523,0.92612,0.97480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9538,0.776618,x
2C1M_A-2C1M_B,AF2-marks,425,47,0,0,0,0,0.904,1.000,0.808,2.187,0.853,0.95829,0.95741,0.85427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9992,0.799774,x
2C1M_A-2C1M_B,AF2-marks,425,47,0,0,0,0,0.905,1.000,0.806,2.149,0.848,0.95790,0.95667,0.85990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9932,0.79981,x
2C1M_A-2C1M_B,AF2-marks,425,47,0,0,0,0,0.907,1.000,0.792,2.155,0.850,0.95872,0.95766,0.86314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.997,0.799832,x
2C1M_A-2C1M_B,AF2-marks,425,47,0,0,0,0,0.907,1.000,0.795,2.163,0.850,0.95808,0.95694,0.85950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9966,0.799828,x
2C1M_A-2C1M_B,AF2-marks,425,47,0,0,0,0,0.907,1.000,0.798,2.091,0.848,0.96140,0.96059,0.85841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9938,0.79954,x
2C4F_L-2C4F_U,AF2-marks,130,117,0,0,0,0,0.052,0.000,10.143,21.540,1.000,0.50776,0.62981,0.91967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.225,0.343742,x
2C4F_L-2C4F_U,AF2-marks,130,117,0,0,0,0,0.010,0.000,22.486,52.660,1.000,0.15044,0.61639,0.91707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.2186,0.418444,x
2C4F_L-2C4F_U,AF2-marks,130,117,0,0,0,0,0.011,0.000,21.655,48.722,0.000,0.47017,0.50592,0.92342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.1552,0.289024,x
2C4F_L-2C4F_U,AF2-marks,130,117,0,0,0,0,0.083,0.000,11.682,15.446,1.000,0.53943,0.62516,0.91518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.23,0.408406,x
2C4F_L-2C4F_U,AF2-marks,130,117,0,0,0,0,0.094,0.000,8.815,14.596,1.000,0.52352,0.64659,0.92456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.233,0.34338,x
2C7M_B-2C7M_A,AF2-marks,74,59,0,0,0,0,0.011,0.000,17.959,52.875,1.000,0.55163,0.98097,0.87348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.8898,0.758602,x
2C7M_B-2C7M_A,AF2-marks,74,59,0,0,0,0,0.011,0.000,17.980,52.937,1.000,0.55181,0.98160,0.88438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9012,0.764058,x
2C7M_B-2C7M_A,AF2-marks,74,59,0,0,0,0,0.011,0.000,17.437,53.483,1.000,0.55195,0.98195,0.90152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.7902,0.726346,x
2C7M_B-2C7M_A,AF2-marks,74,59,0,0,0,0,0.011,0.000,17.979,52.781,1.000,0.55170,0.98124,0.88541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.8832,0.75742,x
2C7M_B-2C7M_A,AF2-marks,74,59,0,0,0,0,0.011,0.000,17.565,53.274,1.000,0.55161,0.98083,0.89708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.8608,0.75267,x
2CG5_B-2CG5_A,AF2-marks,72,267,0,0,0,0,0.756,0.750,1.036,3.714,0.860,0.89270,0.94642,0.87936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9098,0.761492,x
2CG5_B-2CG5_A,AF2-marks,72,267,0,0,0,0,0.653,0.750,1.256,6.629,0.854,0.88378,0.94904,0.88120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.905,0.766346,x
2CG5_B-2CG5_A,AF2-marks,72,267,0,0,0,0,0.714,0.625,1.049,3.638,0.889,0.89212,0.94702,0.87980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9116,0.761914,x
2CG5_B-2CG5_A,AF2-marks,72,267,0,0,0,0,0.685,0.750,0.997,6.761,0.870,0.89472,0.94722,0.88036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9176,0.764138,x
2CG5_B-2CG5_A,AF2-marks,72,267,0,0,0,0,0.665,0.750,1.263,6.082,0.860,0.88416,0.94703,0.88127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9212,0.767294,x
2CLY_A-2CLY_C,AF2-marks,106,67,0,0,0,0,0.266,0.000,3.055,6.889,1.000,0.49876,0.69200,0.69966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9798,0.755466,x
2CLY_A-2CLY_C,AF2-marks,106,67,0,0,0,0,0.244,0.000,2.969,8.035,1.000,0.48947,0.66546,0.70277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9846,0.751062,x
2CLY_A-2CLY_C,AF2-marks,106,67,0,0,0,0,0.245,0.000,3.018,7.892,1.000,0.48348,0.65855,0.70366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9836,0.73477,x
2CLY_A-2CLY_C,AF2-marks,106,67,0,0,0,0,0.287,0.000,2.889,6.238,1.000,0.51156,0.70771,0.70919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.98,0.741516,x
2CLY_A-2CLY_C,AF2-marks,106,67,0,0,0,0,0.275,0.000,2.932,6.703,1.000,0.50969,0.71279,0.70207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9836,0.746442,x
2CLY_C-2CLY_B,AF2-marks,67,121,0,0,0,0,0.320,0.000,1.401,9.876,1.000,0.71953,0.53744,0.74121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9572,0.783334,x
2CLY_C-2CLY_B,AF2-marks,67,121,0,0,0,0,0.340,0.000,1.445,8.479,1.000,0.72963,0.53442,0.74376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9874,0.792616,x
2CLY_C-2CLY_B,AF2-marks,67,121,0,0,0,0,0.337,0.000,1.505,8.299,1.000,0.72259,0.51369,0.73490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9816,0.787078,x
2CLY_C-2CLY_B,AF2-marks,67,121,0,0,0,0,0.320,0.000,1.505,9.203,1.000,0.71159,0.54157,0.73412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9912,0.793606,x
2CLY_C-2CLY_B,AF2-marks,67,121,0,0,0,0,0.327,0.000,1.490,8.882,1.000,0.71605,0.53115,0.73705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9886,0.79349,x
2CLY_D-2CLY_E,AF2-marks,106,122,0,0,0,0,0.401,0.000,2.058,3.486,1.000,0.90979,0.89349,0.89853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.998,0.799776,x
2CLY_D-2CLY_E,AF2-marks,106,122,0,0,0,0,0.401,0.000,2.063,3.481,1.000,0.90932,0.89110,0.89823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9978,0.799734,x
2CLY_D-2CLY_E,AF2-marks,106,122,0,0,0,0,0.402,0.000,2.056,3.436,1.000,0.91095,0.89492,0.89763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.998,0.799698,x
2CLY_D-2CLY_E,AF2-marks,106,122,0,0,0,0,0.405,0.000,2.035,3.371,1.000,0.91403,0.89761,0.90050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9974,0.79963,x
2CLY_D-2CLY_E,AF2-marks,106,122,0,0,0,0,0.402,0.000,2.052,3.481,1.000,0.91060,0.89378,0.89867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9984,0.799758,x
2CZV_A-2CZV_C,AF2-marks,209,119,0,0,0,0,0.633,0.000,0.419,1.428,1.000,0.97390,0.97677,0.95835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9976,0.799734,x
2CZV_A-2CZV_C,AF2-marks,209,119,0,0,0,0,0.635,0.000,0.410,1.355,1.000,0.97495,0.97680,0.96025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9932,0.79932,x
2CZV_A-2CZV_C,AF2-marks,209,119,0,0,0,0,0.633,0.000,0.425,1.437,1.000,0.97350,0.97660,0.95785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9998,0.799736,x
2CZV_A-2CZV_C,AF2-marks,209,119,0,0,0,0,0.633,0.000,0.416,1.454,1.000,0.97350,0.97700,0.95770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.9998,0.799672,x
2CZV_A-2CZV_C,AF2-marks,209,119,0,0,0,0,0.633,0.000,0.421,1.429,1.000,0.97370,0.97673,0.95924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9978,0.799746,x
2D1K_A-2D1K_C,AF2-marks,371,30,0,0,0,0,0.363,0.211,3.161,5.619,0.846,0.92518,0.94873,0.29966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.5996,0.780794,x
2D1K_A-2D1K_C,AF2-marks,371,30,0,0,0,0,0.759,0.895,1.650,2.354,0.795,0.95626,0.95645,0.62336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.8414,0.78959,x
2D1K_A-2D1K_C,AF2-marks,371,30,0,0,0,0,0.764,0.895,1.598,2.372,0.787,0.95843,0.95898,0.64842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.846,0.789976,x
2D1K_A-2D1K_C,AF2-marks,371,30,0,0,0,0,0.428,0.263,2.612,4.594,0.868,0.93835,0.95305,0.34984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.6806,0.786874,x
2D1K_A-2D1K_C,AF2-marks,371,30,0,0,0,0,0.761,0.895,1.625,2.382,0.795,0.95707,0.95750,0.64214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.8496,0.789986,x
2D1P_D-2D1P_F,AF2-marks,131,96,0,0,0,0,0.644,0.000,0.372,0.826,1.000,0.98991,0.98547,0.98569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.991,0.799942,x
2D1P_D-2D1P_F,AF2-marks,131,96,0,0,0,0,0.644,0.000,0.379,0.835,1.000,0.98944,0.98417,0.98550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.991,0.799906,x
2D1P_D-2D1P_F,AF2-marks,131,96,0,0,0,0,0.645,0.000,0.368,0.755,1.000,0.99036,0.98552,0.98625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9968,0.799918,x
2D1P_D-2D1P_F,AF2-marks,131,96,0,0,0,0,0.645,0.000,0.366,0.799,1.000,0.99013,0.98565,0.98581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.991,0.799932,x
2D1P_D-2D1P_F,AF2-marks,131,96,0,0,0,0,0.644,0.000,0.370,0.867,1.000,0.98974,0.98546,0.98595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.9968,0.79993,x
2D7C_A-2D7C_C,AF2-marks,167,41,0,0,0,0,0.164,0.200,4.660,17.080,0.950,0.81756,0.95798,0.69780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.7402,0.755246,x
2D7C_A-2D7C_C,AF2-marks,167,41,0,0,0,0,0.089,0.000,4.857,18.109,1.000,0.81902,0.96163,0.69351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.6694,0.749172,x
2D7C_A-2D7C_C,AF2-marks,167,41,0,0,0,0,0.098,0.000,4.702,16.910,1.000,0.81680,0.95679,0.70153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.7272,0.757252,x
